CODIGO_PROYECTO,TIPO_CUENTA,TOTAL_LB,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL YTD,TOTAL LB OLD,TOTAL_PDT,MARGEN,TOTAL_PDT_PROY,% AVANCE
P-1721,1. INGRESO,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,40331329.0,0.0,40331329.0,0.20352205601754408,46331329,0.8704979949959993
P-1722,1. INGRESO,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0,0.0
P-1723,3. COSTO MANO DE OBRA,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,-25834725.0,0.0,-25834725.0,0.1841814219356563,-41399629,0.62403276609073
P-1723,2. COSTO MATERIALES,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,-44856698.0,0.0,-44856698.0,0.1841814219356563,-75856698,0.5913347032321391
P-1723,1. INGRESO,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,86650911.0,0.0,86650911.0,0.1841814219356563,161650911,0.5360372574702038
P-1724,3. COSTO MANO DE OBRA,0.0,,,-506066.0,0.0,-506066.0,0.716045706567206,-506066,1.0
P-1724,2. COSTO MATERIALES,0.0,,,-7710229.0,0.0,-7710229.0,0.716045706567206,-7710229,1.0
P-1724,1. INGRESO,0.0,,,28935273.0,0.0,28935273.0,0.716045706567206,28935273,1.0
P-1725,3. COSTO MANO DE OBRA,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,-5242316.0,0.0,-5242316.0,0.2766785679310131,-7778844,0.6739196723831973
P-1725,2. COSTO MATERIALES,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,-10888672.0,0.0,-10888672.0,0.2766785679310131,-16388672,0.6644023383956918
P-1725,1. INGRESO,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,22301272.0,0.0,22301272.0,0.2766785679310131,36301272,0.6143385829565421
P-1726,3. COSTO MANO DE OBRA,0.0,,,-8656540.0,0.0,-8656540.0,0.3044361179567928,-14658940,0.5905297381666068
P-1726,2. COSTO MATERIALES,0.0,,,-23663836.0,0.0,-23663836.0,0.3044361179567928,-25663836,0.9220693274380338
P-1726,1. INGRESO,0.0,,,46466438.0,0.0,46466438.0,0.3044361179567928,58466438,0.7947540433367943
P-1727,3. COSTO MANO DE OBRA,0.0,,,-8169893.0,0.0,-8169893.0,0.23610133817032067,-11625106,0.7027800864783512
P-1727,2. COSTO MATERIALES,0.0,,,-13655419.0,0.0,-13655419.0,0.23610133817032067,-23655419,0.5772638819037617
P-1727,1. INGRESO,0.0,,,28570952.0,0.0,28570952.0,0.23610133817032067,55070952,0.518802580351253
P-1728,3. COSTO MANO DE OBRA,0.0,,,-630869.0,0.0,-630869.0,0.0,-630869,1.0
P-1728,2. COSTO MATERIALES,0.0,,,-1822779.0,0.0,-1822779.0,0.0,-1822779,1.0
P-1729,2. COSTO MATERIALES,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1557,1. INGRESO,0.0,ROSARIO ROSALES,EBCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1557,2. COSTO MATERIALES,0.0,ROSARIO ROSALES,EBCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1557,4. COSTO SUPERVISIÓN,0.0,ROSARIO ROSALES,EBCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1591,1. INGRESO,0.0,EDIFICIO ESTORIL,EBCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1591,2. COSTO MATERIALES,0.0,EDIFICIO ESTORIL,EBCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1591,4. COSTO SUPERVISIÓN,0.0,EDIFICIO ESTORIL,EBCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1592,1. INGRESO,0.0,NUEVA COSTANERA 3300,EBCO S.A.,0.0,17821101.0,17821101.0,1.0503739920445994,17821101,1.0
P-1592,3. COSTO MANO DE OBRA,0.0,NUEVA COSTANERA 3300,EBCO S.A.,0.0,0.0,0.0,1.0503739920445994,0,0.0
P-1592,4. COSTO SUPERVISIÓN,0.0,NUEVA COSTANERA 3300,EBCO S.A.,0.0,0.0,0.0,1.0503739920445994,0,0.0
P-1603,1. INGRESO,0.0,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1603,3. COSTO MANO DE OBRA,0.0,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1603,4. COSTO SUPERVISIÓN,0.0,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1611,1. INGRESO,0.0,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,4173520.0,4173520.0,1.1444404243899633,4173520,1.0
P-1611,3. COSTO MANO DE OBRA,0.0,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,0.0,0.0,1.1444404243899633,0,0.0
P-1611,4. COSTO SUPERVISIÓN,0.0,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,0.0,0.0,1.1444404243899633,0,0.0
P-1612,1. INGRESO,0.0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0.0,0.0,0.0,0,0.0
P-1612,3. COSTO MANO DE OBRA,0.0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0.0,0.0,0.0,0,0.0
P-1612,4. COSTO SUPERVISIÓN,0.0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0.0,0.0,0.0,0,0.0
P-1620,1. INGRESO,0.0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1620,3. COSTO MANO DE OBRA,0.0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1620,4. COSTO SUPERVISIÓN,0.0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1626,1. INGRESO,0.0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,75533.0,75533.0,10.029483801782003,75533,1.0
P-1626,3. COSTO MANO DE OBRA,0.0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,0.0,0.0,10.029483801782003,0,0.0
P-1626,4. COSTO SUPERVISIÓN,0.0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,0.0,0.0,10.029483801782003,0,0.0
P-1632,1. INGRESO,0.0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1632,3. COSTO MANO DE OBRA,0.0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1632,4. COSTO SUPERVISIÓN,0.0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1636,1. INGRESO,0.0,SANTO DOMINGO 1410,DANACORP S.A,0.0,3766664.0,3766664.0,0.7701637310893672,3766664,1.0
P-1636,3. COSTO MANO DE OBRA,0.0,SANTO DOMINGO 1410,DANACORP S.A,0.0,-410529.0,-410529.0,0.7701637310893672,-410529,1.0
P-1636,4. COSTO SUPERVISIÓN,0.0,SANTO DOMINGO 1410,DANACORP S.A,0.0,0.0,0.0,0.7701637310893672,0,0.0
P-1639,1. INGRESO,0.0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,24934793.0,24934793.0,0.48193466053638384,24934793,1.0
P-1639,3. COSTO MANO DE OBRA,0.0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,-1536471.0,-1536471.0,0.48193466053638384,-1536471,1.0
P-1639,4. COSTO SUPERVISIÓN,0.0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0.0,0.0,0.48193466053638384,0,0.0
P-1641,1. INGRESO,0.0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0.0,0.0,0.0,0,0.0
P-1641,3. COSTO MANO DE OBRA,0.0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0.0,0.0,0.0,0,0.0
P-1641,4. COSTO SUPERVISIÓN,0.0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0.0,0.0,0.0,0,0.0
P-1642,1. INGRESO,0.0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,7163026.0,7163026.0,0.5684262489065376,7163026,1.0
P-1642,3. COSTO MANO DE OBRA,0.0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.5684262489065376,0,0.0
P-1642,4. COSTO SUPERVISIÓN,0.0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.5684262489065376,0,0.0
P-1643,1. INGRESO,0.0,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1643,3. COSTO MANO DE OBRA,0.0,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1643,4. COSTO SUPERVISIÓN,0.0,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0,0.0
P-1644,1. INGRESO,0.0,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,0.0,16864978.0,16864978.0,0.7079814749832464,16864978,1.0
P-1644,3. COSTO MANO DE OBRA,0.0,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,0.0,-341190.0,-341190.0,0.7079814749832464,-341190,1.0
P-1644,4. COSTO SUPERVISIÓN,0.0,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,0.0,0.0,0.0,0.7079814749832464,0,0.0
P-1645,3. COSTO MANO DE OBRA,0.0,LOS TRES ANTONIOS,SOCIEDAD CONSTRUCTORA ECHAVARRI HERMANOS LIMITADA,0.0,-3015429.0,-3015429.0,0.3408822941767781,-3015429,1.0
P-1645,4. COSTO SUPERVISIÓN,0.0,LOS TRES ANTONIOS,SOCIEDAD CONSTRUCTORA ECHAVARRI HERMANOS LIMITADA,0.0,0.0,0.0,0.3408822941767781,0,0.0
P-1648,1. INGRESO,0.0,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,672750.0,672750.0,2.1696945373467114,672750,1.0
P-1648,3. COSTO MANO DE OBRA,0.0,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,0.0,0.0,2.1696945373467114,0,0.0
P-1648,4. COSTO SUPERVISIÓN,0.0,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,0.0,0.0,2.1696945373467114,0,0.0
P-1649,1. INGRESO,0.0,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,0.0,54564902.0,54564902.0,0.5594570113953471,54564902,1.0
P-1649,3. COSTO MANO DE OBRA,0.0,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,0.0,-220289.0,-220289.0,0.5594570113953471,-220289,1.0
P-1649,4. COSTO SUPERVISIÓN,0.0,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,0.0,0.0,0.0,0.5594570113953471,0,0.0
P-1653,1. INGRESO,0.0,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,13787411.0,13787411.0,0.5884963464134056,13787411,1.0
P-1653,3. COSTO MANO DE OBRA,0.0,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0.0,0.0,0.5884963464134056,0,0.0
P-1653,4. COSTO SUPERVISIÓN,0.0,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0.0,0.0,0.5884963464134056,0,0.0
P-1656,1. INGRESO,0.0,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0.0,16765455.0,16765455.0,0.46822487072375907,16765455,1.0
P-1656,3. COSTO MANO DE OBRA,0.0,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0.0,-929633.0,-929633.0,0.46822487072375907,-929633,1.0
P-1656,4. COSTO SUPERVISIÓN,0.0,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0.0,0.0,0.0,0.46822487072375907,0,0.0
P-1658,1. INGRESO,0.0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0.0,30794481.0,30794481.0,0.6208078648898158,30794481,1.0
P-1658,3. COSTO MANO DE OBRA,0.0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0.0,-319859.0,-319859.0,0.6208078648898158,-319859,1.0
P-1658,4. COSTO SUPERVISIÓN,0.0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0.0,0.0,0.0,0.6208078648898158,0,0.0
P-1660,1. INGRESO,0.0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0.0,26532592.0,26532592.0,0.3145573187873993,26532592,1.0
P-1660,3. COSTO MANO DE OBRA,0.0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0.0,-6132285.0,-6132285.0,0.3145573187873993,-6132285,1.0
P-1660,4. COSTO SUPERVISIÓN,0.0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0.0,0.0,0.0,0.3145573187873993,0,0.0
P-1661,1. INGRESO,0.0,SAN VICENTE DE PAUL,DANACORP S.A,0.0,39824566.0,39824566.0,0.6129224609754692,39824566,1.0
P-1661,3. COSTO MANO DE OBRA,0.0,SAN VICENTE DE PAUL,DANACORP S.A,0.0,-1144426.0,-1144426.0,0.6129224609754692,-1144426,1.0
P-1661,4. COSTO SUPERVISIÓN,0.0,SAN VICENTE DE PAUL,DANACORP S.A,0.0,0.0,0.0,0.6129224609754692,0,0.0
P-1663,1. INGRESO,0.0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0.0,0.0,0.0,0,0.0
P-1663,3. COSTO MANO DE OBRA,0.0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0.0,0.0,0.0,0,0.0
P-1663,4. COSTO SUPERVISIÓN,0.0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0.0,0.0,0.0,0,0.0
P-1664,1. INGRESO,0.0,MK II PCI,COMERCIAL K SPA.,0.0,138414890.0,138414890.0,0.6383667609749212,138414890,1.0
P-1664,3. COSTO MANO DE OBRA,0.0,MK II PCI,COMERCIAL K SPA.,0.0,0.0,0.0,0.6383667609749212,0,0.0
P-1664,4. COSTO SUPERVISIÓN,0.0,MK II PCI,COMERCIAL K SPA.,0.0,0.0,0.0,0.6383667609749212,0,0.0
P-1666,1. INGRESO,0.0,CD AXIONLONG,EBCO S.A.,0.0,72760796.0,72760796.0,0.6268129886869297,72760796,1.0
P-1666,3. COSTO MANO DE OBRA,0.0,CD AXIONLONG,EBCO S.A.,0.0,-1957926.0,-1957926.0,0.6268129886869297,-1957926,1.0
P-1666,4. COSTO SUPERVISIÓN,0.0,CD AXIONLONG,EBCO S.A.,0.0,0.0,0.0,0.6268129886869297,0,0.0
P-1667,1. INGRESO,0.0,ECO PLACILLA,CONSTRUCTORA ICF SPA,0.0,84392408.0,84392408.0,0.01338737721525851,84392408,1.0
P-1667,4. COSTO SUPERVISIÓN,0.0,ECO PLACILLA,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.01338737721525851,0,0.0
P-1668,1. INGRESO,0.0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,34896288.0,34896288.0,0.3709413734778897,34896288,1.0
P-1668,3. COSTO MANO DE OBRA,0.0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,-7927098.0,-7927098.0,0.3709413734778897,-7927098,1.0
P-1668,4. COSTO SUPERVISIÓN,0.0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,0.0,0.0,0.3709413734778897,0,0.0
P-1669,1. INGRESO,0.0,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,19895589.0,19895589.0,0.5997798305946107,19895589,1.0
P-1669,4. COSTO SUPERVISIÓN,0.0,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.5997798305946107,0,0.0
P-1670,3. COSTO MANO DE OBRA,0.0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0.0,-431689.0,-431689.0,0.6514248708367071,-431689,1.0
P-1670,4. COSTO SUPERVISIÓN,0.0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0.0,0.0,0.0,0.6514248708367071,0,0.0
P-1672,3. COSTO MANO DE OBRA,0.0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0.0,-46046794.0,-46046794.0,0.31450083778942584,-46046794,1.0
P-1672,4. COSTO SUPERVISIÓN,0.0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0.0,0.0,0.0,0.31450083778942584,0,0.0
P-1673,1. INGRESO,0.0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,26810752.0,26810752.0,0.5648658045846682,26810752,1.0
P-1673,3. COSTO MANO DE OBRA,0.0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,0.0,0.0,0.5648658045846682,0,0.0
P-1673,4. COSTO SUPERVISIÓN,0.0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,0.0,0.0,0.5648658045846682,0,0.0
P-1674,1. INGRESO,0.0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0.0,23646019.0,23646019.0,0.6281379965058812,23646019,1.0
P-1674,3. COSTO MANO DE OBRA,0.0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0.0,-191930.0,-191930.0,0.6281379965058812,-191930,1.0
P-1674,4. COSTO SUPERVISIÓN,0.0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.6281379965058812,0,0.0
P-1675,3. COSTO MANO DE OBRA,0.0,PALENA II,CONSTRUCTORA MYA SPA.,0.0,-4557877.0,-4557877.0,0.2687229447010022,-4557877,1.0
P-1675,4. COSTO SUPERVISIÓN,0.0,PALENA II,CONSTRUCTORA MYA SPA.,0.0,0.0,0.0,0.2687229447010022,0,0.0
P-1676,1. INGRESO,0.0,LO CAMPINO,EBCO S.A.,0.0,149103751.0,149103751.0,0.5900790986807569,149103751,1.0
P-1676,4. COSTO SUPERVISIÓN,0.0,LO CAMPINO,EBCO S.A.,0.0,0.0,0.0,0.5900790986807569,0,0.0
P-1677,4. COSTO SUPERVISIÓN,0.0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0.0,0.0,0.3530039045446605,0,0.0
P-1679,1. INGRESO,0.0,JUAN SABAJ,CONSTRUCTORA GREVIA,0.0,0.0,0.0,0.0,0,0.0
P-1679,4. COSTO SUPERVISIÓN,0.0,JUAN SABAJ,CONSTRUCTORA GREVIA,0.0,0.0,0.0,0.0,0,0.0
P-1680,4. COSTO SUPERVISIÓN,0.0,NUEVA UNO,CONSTRUCTORA TECSA S.A.,0.0,0.0,0.0,0.25108656308754673,0,0.0
P-1681,2. COSTO MATERIALES,0.0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0.0,-2962572.0,-2962572.0,0.7126792401709026,-2962572,1.0
P-1681,3. COSTO MANO DE OBRA,0.0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0.0,-337550.0,-337550.0,0.7126792401709026,-337550,1.0
P-1681,4. COSTO SUPERVISIÓN,0.0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0.0,0.0,0.0,0.7126792401709026,0,0.0
P-1682,4. COSTO SUPERVISIÓN,0.0,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.3765149181992104,0,0.0
P-1683,1. INGRESO,0.0,CD BP-A05,EBCO S.A.,0.0,53738729.0,53738729.0,0.5528991763091382,53738729,1.0
P-1683,3. COSTO MANO DE OBRA,0.0,CD BP-A05,EBCO S.A.,0.0,-287910.0,-287910.0,0.5528991763091382,-287910,1.0
P-1683,4. COSTO SUPERVISIÓN,0.0,CD BP-A05,EBCO S.A.,0.0,0.0,0.0,0.5528991763091382,0,0.0
P-1684,4. COSTO SUPERVISIÓN,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,0.0,0.0,0.0,0.32101938009995523,0,0.0
P-1685,1. INGRESO,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0.0,48965677.0,48965677.0,0.0416261578493033,48965677,1.0
P-1685,3. COSTO MANO DE OBRA,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0.0,-30464419.0,-30464419.0,0.0416261578493033,-30464419,1.0
P-1685,4. COSTO SUPERVISIÓN,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0.0,0.0,0.0,0.0416261578493033,0,0.0
P-1686,4. COSTO SUPERVISIÓN,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,0.0,0.0,0.0,0.2616793784571532,0,0.0
P-1687,4. COSTO SUPERVISIÓN,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,0.0,0.0,0.3143502747288592,0,0.0
P-1688,4. COSTO SUPERVISIÓN,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0.0,0.0,0.20956141166861011,0,0.0
P-1689,1. INGRESO,0.0,CASINO BUENAVENTURA,EBCO S.A.,0.0,22795459.0,22795459.0,0.5141509543633229,22795459,1.0
P-1689,3. COSTO MANO DE OBRA,0.0,CASINO BUENAVENTURA,EBCO S.A.,0.0,-2217581.0,-2217581.0,0.5141509543633229,-2217581,1.0
P-1689,4. COSTO SUPERVISIÓN,0.0,CASINO BUENAVENTURA,EBCO S.A.,0.0,0.0,0.0,0.5141509543633229,0,0.0
P-1690,4. COSTO SUPERVISIÓN,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,0.0,0.0,0.0,0.15057668089597426,0,0.0
P-1691,4. COSTO SUPERVISIÓN,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,0.0,0.0,0.0,0.1644129011874976,0,0.0
P-1692,4. COSTO SUPERVISIÓN,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,0.0,0.0,0.0,-0.03930969932168807,0,0.0
P-1693,1. INGRESO,0.0,VOLTA V0800,ECOBIO SPA,0.0,138699361.0,138699361.0,0.1627890052067363,138699361,1.0
P-1693,4. COSTO SUPERVISIÓN,0.0,VOLTA V0800,ECOBIO SPA,0.0,0.0,0.0,0.1627890052067363,0,0.0
P-1694,4. COSTO SUPERVISIÓN,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.2282126808326849,0,0.0
P-1695,4. COSTO SUPERVISIÓN,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,0.0,0.0,0.0,0.11174960252618218,0,0.0
P-1696,4. COSTO SUPERVISIÓN,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,0.0,0.0,0.0,0.12652190883963693,0,0.0
P-1697,4. COSTO SUPERVISIÓN,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,0.0,0.0,0.0,0.45725055215443966,0,0.0
P-1698,3. COSTO MANO DE OBRA,0.0,CD ANDES,EBCO S.A.,0.0,-19007691.0,-19007691.0,0.36113614709542224,-19007691,1.0
P-1698,4. COSTO SUPERVISIÓN,0.0,CD ANDES,EBCO S.A.,0.0,0.0,0.0,0.36113614709542224,0,0.0
P-1699,4. COSTO SUPERVISIÓN,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.4328747016917005,0,0.0
P-1700,4. COSTO SUPERVISIÓN,0.0,CD ORIZON,EBCO S.A.,0.0,0.0,0.0,0.24257186530539177,0,0.0
P-1701,4. COSTO SUPERVISIÓN,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,0.0,0.0,0.0,0.2610171005095846,0,0.0
P-1703,4. COSTO SUPERVISIÓN,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,0.0,0.0,0.0,0.301525673415447,0,0.0
P-1704,4. COSTO SUPERVISIÓN,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,0.0,0.0,0.0,0.4999964869052171,0,0.0
P-1705,4. COSTO SUPERVISIÓN,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.05182139736251048,0,0.0
P-1706,4. COSTO SUPERVISIÓN,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0.0,0.0,0.4241583321873975,0,0.0
P-1707,4. COSTO SUPERVISIÓN,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,0.0,0.0,0.0,0.14994861433673465,0,0.0
P-1708,4. COSTO SUPERVISIÓN,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,-3.601971998337545,0,0.0
P-1709,4. COSTO SUPERVISIÓN,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,0.0,0.0,0.0,0.4415452327973863,0,0.0
P-1712,4. COSTO SUPERVISIÓN,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0.0,0.0,0.0,0.5298232101601369,0,0.0
P-1713,4. COSTO SUPERVISIÓN,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0.0,0.0,0.0,-0.6071155209659296,0,0.0
P-1714,4. COSTO SUPERVISIÓN,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0.0,0.0,0.0,0.01893329426985226,0,0.0
P-1715,4. COSTO SUPERVISIÓN,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0.0,0.0,0.0,0.2352230866332175,0,0.0
P-1716,4. COSTO SUPERVISIÓN,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0.0,0.0,0.0,0.5447373199926154,0,0.0
