CODIGO_PROYECTO,TIPO_CUENTA,TOTAL_LB,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL YTD,TOTAL LB OLD,TOTAL_PDT,MARGEN,TOTAL_PREP,% AVANCE
P-1717,2. COSTO MATERIALES,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,-70545144.0,-0.0
P-1718,3. COSTO MANO DE OBRA,0.0,PATIO COMIDAS,EBCO S.A.,-32095673.0,-2971700.0,-35067373.0,0.54247080127465,0.0,0.0
P-1718,2. COSTO MATERIALES,0.0,PATIO COMIDAS,EBCO S.A.,-13961366.0,-7325767.0,-21287133.0,0.54247080127465,-67771001.00028318,0.3141038598487139
P-1718,1. INGRESO,0.0,PATIO COMIDAS,EBCO S.A.,107577081.0,15594306.0,123171387.0,0.54247080127465,184688657.35058412,0.6669136522346939
P-1719,1. INGRESO,0.0,CD METALPAR,EBCO S.A.,131348.0,0.0,131348.0,1.0,194809188.0,0.0006742392458409097
P-1720,3. COSTO MANO DE OBRA,0.0,,,-65665.0,0.0,-65665.0,0.0,0.0,0.0
P-1720,1. INGRESO,0.0,,,0.0,0.0,0.0,0.0,10690929.97584,0.0
P-1721,3. COSTO MANO DE OBRA,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,-10630621.0,0.0,-10630621.0,0.20352205601754408,0.0,0.0
P-1721,2. COSTO MATERIALES,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,-21492393.0,0.0,-21492393.0,0.20352205601754408,-26959401.0,0.7972132986189122
P-1721,1. INGRESO,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,40331329.0,0.0,40331329.0,0.20352205601754408,58149422.74967626,0.6935809005984421
P-1722,1. INGRESO,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,286693424.5,0.0
P-1723,3. COSTO MANO DE OBRA,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,-25834725.0,0.0,-25834725.0,0.1841814219356563,0.0,0.0
P-1723,2. COSTO MATERIALES,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,-44856698.0,0.0,-44856698.0,0.1841814219356563,-147892783.0,0.3033055237049667
P-1723,1. INGRESO,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,86650911.0,0.0,86650911.0,0.1841814219356563,328203511.36310196,0.2640157950782414
P-1724,3. COSTO MANO DE OBRA,0.0,,,-506066.0,0.0,-506066.0,0.7177534837843071,0.0,0.0
P-1724,2. COSTO MATERIALES,0.0,,,-7660814.0,0.0,-7660814.0,0.7177534837843071,-9891221.0,0.7745064032034064
P-1724,1. INGRESO,0.0,,,28935273.0,0.0,28935273.0,0.7177534837843071,28935271.0,1.000000069119795
P-1725,3. COSTO MANO DE OBRA,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,-5242316.0,0.0,-5242316.0,0.2766785679310131,-20943950.0,0.25030216363197966
P-1725,2. COSTO MATERIALES,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,-10888672.0,0.0,-10888672.0,0.2766785679310131,-46312307.0,0.2351140054413614
P-1725,1. INGRESO,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,22301272.0,0.0,22301272.0,0.2766785679310131,103000000.0,0.21651720388349516
P-1726,3. COSTO MANO DE OBRA,0.0,,,-8656540.0,0.0,-8656540.0,0.3071099402971237,0.0,0.0
P-1726,2. COSTO MATERIALES,0.0,,,-23539593.0,0.0,-23539593.0,0.3071099402971237,-31369256.0,0.7504032929566452
P-1726,1. INGRESO,0.0,,,46466438.0,0.0,46466438.0,0.3071099402971237,76030481.44243327,0.6111553829260206
P-1727,3. COSTO MANO DE OBRA,0.0,,,-8169893.0,0.0,-8169893.0,0.23610133817032067,0.0,0.0
P-1727,2. COSTO MATERIALES,0.0,,,-13655419.0,0.0,-13655419.0,0.23610133817032067,-92610838.0,0.1474494702229128
P-1727,1. INGRESO,0.0,,,28570952.0,0.0,28570952.0,0.23610133817032067,166727122.73335516,0.1713635522019606
P-1728,3. COSTO MANO DE OBRA,0.0,,,-630869.0,0.0,-630869.0,0.0,0.0,0.0
P-1728,2. COSTO MATERIALES,0.0,,,-1822779.0,0.0,-1822779.0,0.0,-4358412.0,0.41822090247548876
P-1729,2. COSTO MATERIALES,0.0,,,0.0,0.0,0.0,0.0,-51223238.0,-0.0
P-1557,1. INGRESO,0.0,ROSARIO ROSALES,EBCO S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1557,2. COSTO MATERIALES,0.0,ROSARIO ROSALES,EBCO S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1557,4. COSTO SUPERVISIÓN,0.0,ROSARIO ROSALES,EBCO S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1591,1. INGRESO,0.0,EDIFICIO ESTORIL,EBCO S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1591,2. COSTO MATERIALES,0.0,EDIFICIO ESTORIL,EBCO S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1591,4. COSTO SUPERVISIÓN,0.0,EDIFICIO ESTORIL,EBCO S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1592,1. INGRESO,0.0,NUEVA COSTANERA 3300,EBCO S.A.,0.0,17821101.0,17821101.0,1.0503739920445994,0.0,0.0
P-1592,3. COSTO MANO DE OBRA,0.0,NUEVA COSTANERA 3300,EBCO S.A.,0.0,0.0,0.0,1.0503739920445994,0.0,0.0
P-1592,4. COSTO SUPERVISIÓN,0.0,NUEVA COSTANERA 3300,EBCO S.A.,0.0,0.0,0.0,1.0503739920445994,0.0,0.0
P-1603,1. INGRESO,0.0,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1603,3. COSTO MANO DE OBRA,0.0,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.0,-4345810.0,-0.0
P-1603,4. COSTO SUPERVISIÓN,0.0,FARELLONES,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.0,-869162.0,-0.0
P-1611,1. INGRESO,0.0,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,4173520.0,4173520.0,1.1444404243899633,0.0,0.0
P-1611,3. COSTO MANO DE OBRA,0.0,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,0.0,0.0,1.1444404243899633,-11033925.0,-0.0
P-1611,4. COSTO SUPERVISIÓN,0.0,EDIFICIO PLAZA EGAÑA,EBCO S.A.,0.0,0.0,0.0,1.1444404243899633,-2206785.0,-0.0
P-1612,1. INGRESO,0.0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0.0,0.0,0.0,0.0,0.0
P-1612,3. COSTO MANO DE OBRA,0.0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0.0,0.0,0.0,-11192188.0,-0.0
P-1612,4. COSTO SUPERVISIÓN,0.0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0.0,0.0,0.0,0.0,-2259746.0,-0.0
P-1620,1. INGRESO,0.0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1620,3. COSTO MANO DE OBRA,0.0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.0,-2386955.0,-0.0
P-1620,4. COSTO SUPERVISIÓN,0.0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.0,-417991.0,-0.0
P-1626,1. INGRESO,0.0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,75533.0,75533.0,10.029483801782003,0.0,0.0
P-1626,3. COSTO MANO DE OBRA,0.0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,0.0,0.0,10.029483801782003,-40286795.0,-0.0
P-1626,4. COSTO SUPERVISIÓN,0.0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0.0,0.0,0.0,10.029483801782003,-8577318.0,-0.0
P-1632,1. INGRESO,0.0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,138107706.0252684,0.0
P-1632,3. COSTO MANO DE OBRA,0.0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,-43457804.0,-0.0
P-1632,4. COSTO SUPERVISIÓN,0.0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,-7735858.0,-0.0
P-1636,1. INGRESO,0.0,SANTO DOMINGO 1410,DANACORP S.A,0.0,3766664.0,3766664.0,0.7701637310893672,0.0,0.0
P-1636,3. COSTO MANO DE OBRA,0.0,SANTO DOMINGO 1410,DANACORP S.A,0.0,-410529.0,-410529.0,0.7701637310893672,-6643720.0,0.0617920381954688
P-1636,4. COSTO SUPERVISIÓN,0.0,SANTO DOMINGO 1410,DANACORP S.A,0.0,0.0,0.0,0.7701637310893672,-1256920.0,-0.0
P-1639,1. INGRESO,0.0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,24934793.0,24934793.0,0.48193466053638384,0.0,0.0
P-1639,3. COSTO MANO DE OBRA,0.0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,-1536471.0,-1536471.0,0.48193466053638384,-7464408.0,0.20583963256027807
P-1639,4. COSTO SUPERVISIÓN,0.0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0.0,0.0,0.48193466053638384,-1950471.0,-0.0
P-1641,1. INGRESO,0.0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0.0,0.0,0.0,0.0,0.0
P-1641,3. COSTO MANO DE OBRA,0.0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0.0,0.0,0.0,-3473560.0,-0.0
P-1641,4. COSTO SUPERVISIÓN,0.0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0.0,0.0,0.0,0.0,-657160.0,-0.0
P-1642,1. INGRESO,0.0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,7163026.0,7163026.0,0.5684262489065376,0.0,0.0
P-1642,3. COSTO MANO DE OBRA,0.0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.5684262489065376,-2799066.0,-0.0
P-1642,4. COSTO SUPERVISIÓN,0.0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.5684262489065376,-724994.0,-0.0
P-1643,1. INGRESO,0.0,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1643,3. COSTO MANO DE OBRA,0.0,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1643,4. COSTO SUPERVISIÓN,0.0,CHORRILLOS M4,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.0,0.0,0.0
P-1644,1. INGRESO,0.0,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,0.0,16864978.0,16864978.0,0.7079814749832464,0.0,0.0
P-1644,3. COSTO MANO DE OBRA,0.0,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,0.0,-341190.0,-341190.0,0.7079814749832464,-17038315.0,0.0200248674824946
P-1644,4. COSTO SUPERVISIÓN,0.0,MIRADOR DE SAN CRISTOBAL,EBCO S.A.,0.0,0.0,0.0,0.7079814749832464,-3683960.0,-0.0
P-1645,3. COSTO MANO DE OBRA,0.0,LOS TRES ANTONIOS,SOCIEDAD CONSTRUCTORA ECHAVARRI HERMANOS LIMITADA,0.0,-3015429.0,-3015429.0,0.3408822941767781,-2547080.0,1.183876831509022
P-1645,4. COSTO SUPERVISIÓN,0.0,LOS TRES ANTONIOS,SOCIEDAD CONSTRUCTORA ECHAVARRI HERMANOS LIMITADA,0.0,0.0,0.0,0.3408822941767781,-660864.0,-0.0
P-1648,1. INGRESO,0.0,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,672750.0,672750.0,2.1696945373467114,0.0,0.0
P-1648,3. COSTO MANO DE OBRA,0.0,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,0.0,0.0,2.1696945373467114,-33676709.0,-0.0
P-1648,4. COSTO SUPERVISIÓN,0.0,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,0.0,0.0,0.0,2.1696945373467114,-8171095.0,-0.0
P-1649,1. INGRESO,0.0,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,0.0,54564902.0,54564902.0,0.5594570113953471,0.0,0.0
P-1649,3. COSTO MANO DE OBRA,0.0,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,0.0,-220289.0,-220289.0,0.5594570113953471,-38928950.0,0.005658744970003044
P-1649,4. COSTO SUPERVISIÓN,0.0,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,0.0,0.0,0.0,0.5594570113953471,-11599543.0,-0.0
P-1653,1. INGRESO,0.0,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,13787411.0,13787411.0,0.5884963464134056,0.0,0.0
P-1653,3. COSTO MANO DE OBRA,0.0,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0.0,0.0,0.5884963464134056,-3230898.0,-0.0
P-1653,4. COSTO SUPERVISIÓN,0.0,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0.0,0.0,0.5884963464134056,-773943.0,-0.0
P-1656,1. INGRESO,0.0,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0.0,16765455.0,16765455.0,0.46822487072375907,36463980.0,0.45978126907704536
P-1656,3. COSTO MANO DE OBRA,0.0,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0.0,-929633.0,-929633.0,0.46822487072375907,-5187572.0,0.1792038741823728
P-1656,4. COSTO SUPERVISIÓN,0.0,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0.0,0.0,0.0,0.46822487072375907,-1293524.0,-0.0
P-1658,1. INGRESO,0.0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0.0,30794481.0,30794481.0,0.6208078648898158,0.0,0.0
P-1658,3. COSTO MANO DE OBRA,0.0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0.0,-319859.0,-319859.0,0.6208078648898158,-8470198.0,0.0377628716589624
P-1658,4. COSTO SUPERVISIÓN,0.0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0.0,0.0,0.0,0.6208078648898158,-1908953.0,-0.0
P-1660,1. INGRESO,0.0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0.0,26532592.0,26532592.0,0.3145573187873993,39366390.0,0.6739909857114152
P-1660,3. COSTO MANO DE OBRA,0.0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0.0,-6132285.0,-6132285.0,0.3145573187873993,-5998123.0,1.0223673305799164
P-1660,4. COSTO SUPERVISIÓN,0.0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0.0,0.0,0.0,0.3145573187873993,-1495636.0,-0.0
P-1661,1. INGRESO,0.0,SAN VICENTE DE PAUL,DANACORP S.A,0.0,39824566.0,39824566.0,0.6129224609754692,48586986.0,0.8196549997976824
P-1661,3. COSTO MANO DE OBRA,0.0,SAN VICENTE DE PAUL,DANACORP S.A,0.0,-1144426.0,-1144426.0,0.6129224609754692,-8083499.0,0.14157557265733564
P-1661,4. COSTO SUPERVISIÓN,0.0,SAN VICENTE DE PAUL,DANACORP S.A,0.0,0.0,0.0,0.6129224609754692,-2015626.0,-0.0
P-1663,1. INGRESO,0.0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0.0,0.0,0.0,65362150.0,0.0
P-1663,3. COSTO MANO DE OBRA,0.0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0.0,0.0,0.0,-12474520.0,-0.0
P-1663,4. COSTO SUPERVISIÓN,0.0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0.0,0.0,0.0,0.0,-2318715.0,-0.0
P-1664,1. INGRESO,0.0,MK II PCI,COMERCIAL K SPA.,0.0,138414890.0,138414890.0,0.6383667609749212,0.0,0.0
P-1664,3. COSTO MANO DE OBRA,0.0,MK II PCI,COMERCIAL K SPA.,0.0,0.0,0.0,0.6383667609749212,-343022.0,-0.0
P-1664,4. COSTO SUPERVISIÓN,0.0,MK II PCI,COMERCIAL K SPA.,0.0,0.0,0.0,0.6383667609749212,-76676.0,-0.0
P-1666,1. INGRESO,0.0,CD AXIONLONG,EBCO S.A.,0.0,72760796.0,72760796.0,0.6268129886869297,0.0,0.0
P-1666,3. COSTO MANO DE OBRA,0.0,CD AXIONLONG,EBCO S.A.,0.0,-1957926.0,-1957926.0,0.6268129886869297,-8652090.0,0.22629514949567098
P-1666,4. COSTO SUPERVISIÓN,0.0,CD AXIONLONG,EBCO S.A.,0.0,0.0,0.0,0.6268129886869297,-1955309.0,-0.0
P-1667,1. INGRESO,0.0,ECO PLACILLA,CONSTRUCTORA ICF SPA,0.0,84392408.0,84392408.0,0.01338737721525851,85409828.0,0.9880877877426472
P-1667,4. COSTO SUPERVISIÓN,0.0,ECO PLACILLA,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.01338737721525851,-4127436.0,-0.0
P-1668,1. INGRESO,0.0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,34896288.0,34896288.0,0.3709413734778897,37160752.59909741,0.9390630048985497
P-1668,3. COSTO MANO DE OBRA,0.0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,-7927098.0,-7927098.0,0.3709413734778897,-6246409.0,1.2690648338909605
P-1668,4. COSTO SUPERVISIÓN,0.0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,0.0,0.0,0.3709413734778897,-1557545.0,-0.0
P-1669,1. INGRESO,0.0,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,19895589.0,19895589.0,0.5997798305946107,80678430.0,0.24660357173534486
P-1669,4. COSTO SUPERVISIÓN,0.0,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.5997798305946107,-2037555.0,-0.0
P-1670,3. COSTO MANO DE OBRA,0.0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0.0,-431689.0,-431689.0,0.6514248708367071,-15678882.0,0.02753314936613465
P-1670,4. COSTO SUPERVISIÓN,0.0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0.0,0.0,0.0,0.6514248708367071,-3716166.0,-0.0
P-1672,3. COSTO MANO DE OBRA,0.0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0.0,-46046794.0,-46046794.0,0.31450083778942584,-37544381.0,1.2264629958874538
P-1672,4. COSTO SUPERVISIÓN,0.0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0.0,0.0,0.0,0.31450083778942584,-8009468.0,-0.0
P-1673,1. INGRESO,0.0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,26810752.0,26810752.0,0.5648658045846682,0.0,0.0
P-1673,3. COSTO MANO DE OBRA,0.0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,0.0,0.0,0.5648658045846682,-4410983.0,-0.0
P-1673,4. COSTO SUPERVISIÓN,0.0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0.0,0.0,0.0,0.5648658045846682,-779013.0,-0.0
P-1674,1. INGRESO,0.0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0.0,23646019.0,23646019.0,0.6281379965058812,28602126.0,0.8267224261581114
P-1674,3. COSTO MANO DE OBRA,0.0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0.0,-191930.0,-191930.0,0.6281379965058812,-3393978.0,0.056550160313355004
P-1674,4. COSTO SUPERVISIÓN,0.0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0.0,0.0,0.0,0.6281379965058812,-736437.0,-0.0
P-1675,3. COSTO MANO DE OBRA,0.0,PALENA II,CONSTRUCTORA MYA SPA.,0.0,-4557877.0,-4557877.0,0.2687229447010022,-2481400.0,1.8368167163697913
P-1675,4. COSTO SUPERVISIÓN,0.0,PALENA II,CONSTRUCTORA MYA SPA.,0.0,0.0,0.0,0.2687229447010022,-466503.0,-0.0
P-1676,1. INGRESO,0.0,LO CAMPINO,EBCO S.A.,0.0,149103751.0,149103751.0,0.5900790986807569,153113097.13800135,0.9738144795386922
P-1676,4. COSTO SUPERVISIÓN,0.0,LO CAMPINO,EBCO S.A.,0.0,0.0,0.0,0.5900790986807569,-8951416.0,-0.0
P-1677,4. COSTO SUPERVISIÓN,0.0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0.0,0.0,0.3530039045446605,-4657579.0,-0.0
P-1679,1. INGRESO,0.0,JUAN SABAJ,CONSTRUCTORA GREVIA,0.0,0.0,0.0,0.0,169118040.0,0.0
P-1679,4. COSTO SUPERVISIÓN,0.0,JUAN SABAJ,CONSTRUCTORA GREVIA,0.0,0.0,0.0,0.0,-6052803.0,-0.0
P-1680,4. COSTO SUPERVISIÓN,0.0,NUEVA UNO,CONSTRUCTORA TECSA S.A.,0.0,0.0,0.0,0.25123463139084584,-13142983.0,-0.0
P-1681,2. COSTO MATERIALES,0.0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0.0,-2962572.0,-2962572.0,0.7126792401709026,-4132408.0,0.7169117860579111
P-1681,3. COSTO MANO DE OBRA,0.0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0.0,-337550.0,-337550.0,0.7126792401709026,-2136024.0,0.15802725063014272
P-1681,4. COSTO SUPERVISIÓN,0.0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0.0,0.0,0.0,0.7126792401709026,-532619.0,-0.0
P-1682,4. COSTO SUPERVISIÓN,0.0,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,0.0,0.0,0.0,0.3765149181992104,0.0,0.0
P-1683,1. INGRESO,0.0,CD BP-A05,EBCO S.A.,0.0,53738729.0,53738729.0,0.5528991763091382,57098333.67931753,0.9411610731376832
P-1683,3. COSTO MANO DE OBRA,0.0,CD BP-A05,EBCO S.A.,0.0,-287910.0,-287910.0,0.5528991763091382,-8303894.0,0.03467168535629188
P-1683,4. COSTO SUPERVISIÓN,0.0,CD BP-A05,EBCO S.A.,0.0,0.0,0.0,0.5528991763091382,-1865714.0,-0.0
P-1684,4. COSTO SUPERVISIÓN,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,0.0,0.0,0.0,0.32101938009995523,-5137694.0,-0.0
P-1685,1. INGRESO,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0.0,48965677.0,48965677.0,0.0416261578493033,153894009.9611333,0.3181779265636559
P-1685,3. COSTO MANO DE OBRA,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0.0,-30464419.0,-30464419.0,0.0416261578493033,-15860365.0,1.9207892756566447
P-1685,4. COSTO SUPERVISIÓN,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0.0,0.0,0.0,0.0416261578493033,-2921087.0,-0.0
P-1686,4. COSTO SUPERVISIÓN,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,0.0,0.0,0.0,0.2616793784571532,-4212051.0,-0.0
P-1687,4. COSTO SUPERVISIÓN,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,0.0,0.0,0.0,0.3143502747288592,-1083403.0,-0.0
P-1688,4. COSTO SUPERVISIÓN,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0.0,0.0,0.0,0.20956141166861011,-1849560.0,-0.0
P-1689,1. INGRESO,0.0,CASINO BUENAVENTURA,EBCO S.A.,0.0,22795459.0,22795459.0,0.5141509543633229,20986779.504522532,1.0861818505830163
P-1689,3. COSTO MANO DE OBRA,0.0,CASINO BUENAVENTURA,EBCO S.A.,0.0,-2217581.0,-2217581.0,0.5141509543633229,-2190200.0,1.0125015980275773
P-1689,4. COSTO SUPERVISIÓN,0.0,CASINO BUENAVENTURA,EBCO S.A.,0.0,0.0,0.0,0.5141509543633229,-491478.0,-0.0
P-1690,4. COSTO SUPERVISIÓN,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,0.0,0.0,0.0,0.15057668089597426,0.0,0.0
P-1691,4. COSTO SUPERVISIÓN,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,0.0,0.0,0.0,0.1644129011874976,-2099697.0,-0.0
P-1692,4. COSTO SUPERVISIÓN,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,0.0,0.0,0.0,-0.03930969932168807,-5768030.0,-0.0
P-1693,1. INGRESO,0.0,VOLTA V0800,ECOBIO SPA,0.0,138699361.0,138699361.0,0.1627890052067363,141116486.0,0.9828714201400962
P-1693,4. COSTO SUPERVISIÓN,0.0,VOLTA V0800,ECOBIO SPA,0.0,0.0,0.0,0.1627890052067363,-2506554.0,-0.0
P-1694,4. COSTO SUPERVISIÓN,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.2282126808326849,0.0,0.0
P-1695,4. COSTO SUPERVISIÓN,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,0.0,0.0,0.0,0.11174960252618218,-4879045.0,-0.0
P-1696,4. COSTO SUPERVISIÓN,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,0.0,0.0,0.0,0.12652190883963693,0.0,0.0
P-1697,4. COSTO SUPERVISIÓN,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,0.0,0.0,0.0,0.45725055215443966,0.0,0.0
P-1698,3. COSTO MANO DE OBRA,0.0,CD ANDES,EBCO S.A.,0.0,-19007691.0,-19007691.0,0.36113614709542224,-6815995.0,2.788689105552454
