,Codigo_proyecto,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Debito,Credito,Num_Referencia,Debito_2,Credito_2,TOTAL,Tipo_cuenta
7398,P-1696,4150002-000,2023,3,2023-03-31T00:00:00-03:00,AJC,1694,REMUNERACIONES DIRECTAS PROYECTO,P-1696,26891879,584909,0,,584909,0,-584909,COSTO MANO DE OBRA
7399,P-1692,4150002-000,2023,3,2023-03-31T00:00:00-03:00,AJC,1694,REMUNERACIONES DIRECTAS PROYECTO,P-1692,26910016,1050681,0,,1050681,0,-1050681,COSTO MANO DE OBRA
7400,P-1699,4150002-000,2023,3,2023-03-31T00:00:00-03:00,AJC,1694,REMUNERACIONES DIRECTAS PROYECTO,P-1699,26910016,165897,0,,165897,0,-165897,COSTO MANO DE OBRA
7401,P-1706,4150002-000,2023,3,2023-03-31T00:00:00-03:00,AJC,1694,REMUNERACIONES DIRECTAS PROYECTO,P-1706,27111489,836570,0,,836570,0,-836570,COSTO MANO DE OBRA
7402,P-1725,4150002-000,2023,3,2023-03-31T00:00:00-03:00,AJC,1694,REMUNERACIONES DIRECTAS PROYECTO,P-1725,27111489,176120,0,,176120,0,-176120,COSTO MANO DE OBRA
7403,P-1712,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1712,9866890,158306,0,,158306,0,-158306,COSTO MANO DE OBRA
7404,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,9866890,1503907,0,,1503907,0,-1503907,COSTO MANO DE OBRA
7405,P-1712,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1712,10770118,145596,0,,145596,0,-145596,COSTO MANO DE OBRA
7406,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,10770118,1383162,0,,1383162,0,-1383162,COSTO MANO DE OBRA
7407,P-1712,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1712,10910155,158022,0,,158022,0,-158022,COSTO MANO DE OBRA
7408,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,10910155,1501209,0,,1501209,0,-1501209,COSTO MANO DE OBRA
7409,P-1728,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1728,11285399,268900,0,,268900,0,-268900,COSTO MANO DE OBRA
7410,P-1726,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1726,11285399,941150,0,,941150,0,-941150,COSTO MANO DE OBRA
7411,P-1694,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1694,11474055,592040,0,,592040,0,-592040,COSTO MANO DE OBRA
7412,P-1705,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1705,11474055,814055,0,,814055,0,-814055,COSTO MANO DE OBRA
7413,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,11637272,974035,0,,974035,0,-974035,COSTO MANO DE OBRA
7414,P-1728,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1728,11762200,272572,0,,272572,0,-272572,COSTO MANO DE OBRA
7415,P-1726,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1726,11762200,954002,0,,954002,0,-954002,COSTO MANO DE OBRA
7416,P-1705,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1705,12286717,290025,0,,290025,0,-290025,COSTO MANO DE OBRA
7417,P-1721,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1721,12286717,290025,0,,290025,0,-290025,COSTO MANO DE OBRA
7418,P-1557,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1557,12286717,522045,0,,522045,0,-522045,COSTO MANO DE OBRA
7419,P-1727,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1727,12501163,1341932,0,,1341932,0,-1341932,COSTO MANO DE OBRA
7420,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,13049205,912247,0,,912247,0,-912247,COSTO MANO DE OBRA
7421,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,13084498,1792650,0,,1792650,0,-1792650,COSTO MANO DE OBRA
7422,P-1712,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1712,13285624,222210,0,,222210,0,-222210,COSTO MANO DE OBRA
7423,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,13285624,2110995,0,,2110995,0,-2110995,COSTO MANO DE OBRA
7424,P-1715,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1715,14197652,612000,0,,612000,0,-612000,COSTO MANO DE OBRA
7425,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,15071392,567549,0,,567549,0,-567549,COSTO MANO DE OBRA
7426,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,15601934,183969,0,,183969,0,-183969,COSTO MANO DE OBRA
7427,P-1682,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1682,15601934,61323,0,,61323,0,-61323,COSTO MANO DE OBRA
7428,P-1686,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1686,15601934,122646,0,,122646,0,-122646,COSTO MANO DE OBRA
7429,P-1692,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1692,15601934,490584,0,,490584,0,-490584,COSTO MANO DE OBRA
7430,P-1696,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1696,15601934,183969,0,,183969,0,-183969,COSTO MANO DE OBRA
7431,P-1697,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1697,15601934,61323,0,,61323,0,-61323,COSTO MANO DE OBRA
7432,P-1591,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1591,15601934,61323,0,,61323,0,-61323,COSTO MANO DE OBRA
7433,P-1715,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1715,16317670,1206196,0,,1206196,0,-1206196,COSTO MANO DE OBRA
7434,P-1688,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1688,16360030,853062,0,,853062,0,-853062,COSTO MANO DE OBRA
7435,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,16572057,850953,0,,850953,0,-850953,COSTO MANO DE OBRA
7436,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,16619725,370025,0,,370025,0,-370025,COSTO MANO DE OBRA
7437,P-1688,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1688,16619725,74005,0,,74005,0,-74005,COSTO MANO DE OBRA
7438,P-1692,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1692,16619725,444030,0,,444030,0,-444030,COSTO MANO DE OBRA
7439,P-1703,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1703,16619725,148010,0,,148010,0,-148010,COSTO MANO DE OBRA
7440,P-1706,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1706,16619725,74005,0,,74005,0,-74005,COSTO MANO DE OBRA
7441,P-1725,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1725,16619725,74005,0,,74005,0,-74005,COSTO MANO DE OBRA
7442,P-1591,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1591,16619725,222015,0,,222015,0,-222015,COSTO MANO DE OBRA
7443,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,17250657,1221757,0,,1221757,0,-1221757,COSTO MANO DE OBRA
7444,P-1696,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1696,17662954,324612,0,,324612,0,-324612,COSTO MANO DE OBRA
7445,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,17662954,486918,0,,486918,0,-486918,COSTO MANO DE OBRA
7446,P-1709,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1709,17662954,324612,0,,324612,0,-324612,COSTO MANO DE OBRA
7447,P-1712,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1712,17662954,81153,0,,81153,0,-81153,COSTO MANO DE OBRA
7448,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,17662954,324612,0,,324612,0,-324612,COSTO MANO DE OBRA
7449,P-1667,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1667,18081915,294156,0,,294156,0,-294156,COSTO MANO DE OBRA
7450,P-1682,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1682,18081915,220617,0,,220617,0,-220617,COSTO MANO DE OBRA
7451,P-1686,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1686,18081915,147078,0,,147078,0,-147078,COSTO MANO DE OBRA
7452,P-1697,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1697,18081915,147078,0,,147078,0,-147078,COSTO MANO DE OBRA
7453,P-1707,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1707,18081915,147078,0,,147078,0,-147078,COSTO MANO DE OBRA
7454,P-1708,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1708,18081915,294156,0,,294156,0,-294156,COSTO MANO DE OBRA
7455,P-1714,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1714,18081915,73539,0,,73539,0,-73539,COSTO MANO DE OBRA
7456,P-1667,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1667,18325262,402773,0,,402773,0,-402773,COSTO MANO DE OBRA
7457,P-1682,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1682,18325262,517851,0,,517851,0,-517851,COSTO MANO DE OBRA
7458,P-1707,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1707,18325262,57539,0,,57539,0,-57539,COSTO MANO DE OBRA
7459,P-1714,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1714,18325262,57539,0,,57539,0,-57539,COSTO MANO DE OBRA
7460,P-1715,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1715,18726168,829730,0,,829730,0,-829730,COSTO MANO DE OBRA
7461,P-1696,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1696,18937649,311622,0,,311622,0,-311622,COSTO MANO DE OBRA
7462,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,18937649,623244,0,,623244,0,-623244,COSTO MANO DE OBRA
7463,P-1692,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1692,20201415,849604,0,,849604,0,-849604,COSTO MANO DE OBRA
7464,P-1696,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1696,20464781,268296,0,,268296,0,-268296,COSTO MANO DE OBRA
7465,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,20464781,536592,0,,536592,0,-536592,COSTO MANO DE OBRA
7466,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,20464781,44716,0,,44716,0,-44716,COSTO MANO DE OBRA
7467,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,21055081,133239,0,,133239,0,-133239,COSTO MANO DE OBRA
7468,P-1692,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1692,21055081,399717,0,,399717,0,-399717,COSTO MANO DE OBRA
7469,P-1696,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1696,21055081,177652,0,,177652,0,-177652,COSTO MANO DE OBRA
7470,P-1707,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1707,21055081,133239,0,,133239,0,-133239,COSTO MANO DE OBRA
7471,P-1686,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1686,21256070,843847,0,,843847,0,-843847,COSTO MANO DE OBRA
7472,P-1697,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1697,23710637,418296,0,,418296,0,-418296,COSTO MANO DE OBRA
7473,P-1714,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1714,23710637,366009,0,,366009,0,-366009,COSTO MANO DE OBRA
7474,P-1669,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1669,23710637,156861,0,,156861,0,-156861,COSTO MANO DE OBRA
7475,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,26024989,771698,0,,771698,0,-771698,COSTO MANO DE OBRA
7476,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,26024989,45394,0,,45394,0,-45394,COSTO MANO DE OBRA
7477,P-1693,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1693,26297172,73930,0,,73930,0,-73930,COSTO MANO DE OBRA
7478,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,26297172,1035020,0,,1035020,0,-1035020,COSTO MANO DE OBRA
7479,P-1715,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1715,26297172,73930,0,,73930,0,-73930,COSTO MANO DE OBRA
7480,P-1716,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1716,26297172,73930,0,,73930,0,-73930,COSTO MANO DE OBRA
7481,P-1721,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1721,26297172,147860,0,,147860,0,-147860,COSTO MANO DE OBRA
7482,P-1693,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1693,26341141,215616,0,,215616,0,-215616,COSTO MANO DE OBRA
7483,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,26341141,1078080,0,,1078080,0,-1078080,COSTO MANO DE OBRA
7484,P-1716,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1716,26341141,71872,0,,71872,0,-71872,COSTO MANO DE OBRA
7485,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,8606789,1092636,0,,1092636,0,-1092636,COSTO MANO DE OBRA
7486,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,8606789,60702,0,,60702,0,-60702,COSTO MANO DE OBRA
7487,P-1721,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1721,10177173,1077794,0,,1077794,0,-1077794,COSTO MANO DE OBRA
7488,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,10659869,1077623,0,,1077623,0,-1077623,COSTO MANO DE OBRA
7489,P-1693,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1693,11859781,1077623,0,,1077623,0,-1077623,COSTO MANO DE OBRA
7490,P-1709,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1709,11895813,1077623,0,,1077623,0,-1077623,COSTO MANO DE OBRA
7491,P-1705,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1705,12649702,1223562,0,,1223562,0,-1223562,COSTO MANO DE OBRA
7492,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,12681779,931684,0,,931684,0,-931684,COSTO MANO DE OBRA
7493,P-1694,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1694,12764949,1077794,0,,1077794,0,-1077794,COSTO MANO DE OBRA
7494,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,13916008,588432,0,,588432,0,-588432,COSTO MANO DE OBRA
7495,P-1700,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1700,13916008,49036,0,,49036,0,-49036,COSTO MANO DE OBRA
7496,P-1713,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1713,13916008,49036,0,,49036,0,-49036,COSTO MANO DE OBRA
7497,P-1716,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1716,13916008,196144,0,,196144,0,-196144,COSTO MANO DE OBRA
7498,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,13916008,49036,0,,49036,0,-49036,COSTO MANO DE OBRA
7499,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,13920253,1273152,0,,1273152,0,-1273152,COSTO MANO DE OBRA
7500,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,14700644,624852,0,,624852,0,-624852,COSTO MANO DE OBRA
7501,P-1709,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1709,15156810,931684,0,,931684,0,-931684,COSTO MANO DE OBRA
7502,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,15371458,1048518,0,,1048518,0,-1048518,COSTO MANO DE OBRA
7503,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,15542249,763830,0,,763830,0,-763830,COSTO MANO DE OBRA
7504,P-1694,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1694,15748948,1057388,0,,1057388,0,-1057388,COSTO MANO DE OBRA
7505,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,16042873,1114435,0,,1114435,0,-1114435,COSTO MANO DE OBRA
7506,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,16042873,65555,0,,65555,0,-65555,COSTO MANO DE OBRA
7507,P-1704,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1704,16247031,1392662,0,,1392662,0,-1392662,COSTO MANO DE OBRA
7508,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,16359684,1114435,0,,1114435,0,-1114435,COSTO MANO DE OBRA
7509,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,16359684,65555,0,,65555,0,-65555,COSTO MANO DE OBRA
7510,P-1684,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1684,16380252,125028,0,,125028,0,-125028,COSTO MANO DE OBRA
7511,P-1694,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1694,16380252,250056,0,,250056,0,-250056,COSTO MANO DE OBRA
7512,P-1699,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1699,16380252,416760,0,,416760,0,-416760,COSTO MANO DE OBRA
7513,P-1686,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1686,16394003,1013636,0,,1013636,0,-1013636,COSTO MANO DE OBRA
7514,P-1697,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1697,16670655,1182960,0,,1182960,0,-1182960,COSTO MANO DE OBRA
7515,P-1727,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1727,16854354,931684,0,,931684,0,-931684,COSTO MANO DE OBRA
7516,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,17097593,735624,0,,735624,0,-735624,COSTO MANO DE OBRA
7517,P-1703,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1703,17097593,429114,0,,429114,0,-429114,COSTO MANO DE OBRA
7518,P-1712,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1712,17163173,82090,0,,82090,0,-82090,COSTO MANO DE OBRA
7519,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,17163173,738810,0,,738810,0,-738810,COSTO MANO DE OBRA
7520,P-1684,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1684,17378948,275615,0,,275615,0,-275615,COSTO MANO DE OBRA
7521,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,17378948,771722,0,,771722,0,-771722,COSTO MANO DE OBRA
7522,P-1692,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1692,17764047,791844,0,,791844,0,-791844,COSTO MANO DE OBRA
7523,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,18277810,113452,0,,113452,0,-113452,COSTO MANO DE OBRA
7524,P-1686,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1686,18277810,397082,0,,397082,0,-397082,COSTO MANO DE OBRA
7525,P-1696,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1696,18277810,170178,0,,170178,0,-170178,COSTO MANO DE OBRA
7526,P-1697,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1697,18277810,397082,0,,397082,0,-397082,COSTO MANO DE OBRA
7527,P-1688,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1688,18286189,1082677,0,,1082677,0,-1082677,COSTO MANO DE OBRA
7528,P-1712,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1712,18381726,829122,0,,829122,0,-829122,COSTO MANO DE OBRA
7529,P-1707,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1707,18606841,501640,0,,501640,0,-501640,COSTO MANO DE OBRA
