CODIGO_PROYECTO,TIPO_CUENTA,TOTAL_LB,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL,MARGEN
P-1656,4. COSTO SUPERVISIÓN,0,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,0,0.0
P-1658,1. INGRESO,0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0,0.0
P-1658,3. COSTO MANO DE OBRA,0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0,0.0
P-1658,4. COSTO SUPERVISIÓN,0,VIVIPRA,VICHERAT Y PRADENAS LTDA.,0,0.0
P-1660,1. INGRESO,0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0,0.0
P-1660,3. COSTO MANO DE OBRA,0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0,0.0
P-1660,4. COSTO SUPERVISIÓN,0,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,0,0.0
P-1661,1. INGRESO,0,SAN VICENTE DE PAUL,DANACORP S.A,0,0.0
P-1661,3. COSTO MANO DE OBRA,0,SAN VICENTE DE PAUL,DANACORP S.A,0,0.0
P-1661,4. COSTO SUPERVISIÓN,0,SAN VICENTE DE PAUL,DANACORP S.A,0,0.0
P-1663,1. INGRESO,0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0,0.0
P-1663,3. COSTO MANO DE OBRA,0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0,0.0
P-1663,4. COSTO SUPERVISIÓN,0,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,0,0.0
P-1664,1. INGRESO,0,MK II PCI,COMERCIAL K SPA.,0,0.0
P-1664,3. COSTO MANO DE OBRA,0,MK II PCI,COMERCIAL K SPA.,0,0.0
P-1664,4. COSTO SUPERVISIÓN,0,MK II PCI,COMERCIAL K SPA.,0,0.0
P-1666,1. INGRESO,0,CD AXIONLONG,EBCO S.A.,0,0.0
P-1666,3. COSTO MANO DE OBRA,0,CD AXIONLONG,EBCO S.A.,0,0.0
P-1666,4. COSTO SUPERVISIÓN,0,CD AXIONLONG,EBCO S.A.,0,0.0
P-1667,1. INGRESO,0,ECO PLACILLA,CONSTRUCTORA ICF SPA,0,0.0
P-1667,4. COSTO SUPERVISIÓN,0,ECO PLACILLA,CONSTRUCTORA ICF SPA,0,0.0
P-1668,1. INGRESO,0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0,0.0
P-1668,3. COSTO MANO DE OBRA,0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0,0.0
P-1668,4. COSTO SUPERVISIÓN,0,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,0,0.0
P-1669,1. INGRESO,0,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
P-1669,4. COSTO SUPERVISIÓN,0,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
P-1670,3. COSTO MANO DE OBRA,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
P-1670,4. COSTO SUPERVISIÓN,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
P-1672,3. COSTO MANO DE OBRA,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,1.0337988827111684
P-1672,4. COSTO SUPERVISIÓN,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,1.0337988827111684
P-1673,1. INGRESO,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
P-1673,3. COSTO MANO DE OBRA,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
P-1673,4. COSTO SUPERVISIÓN,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
P-1674,1. INGRESO,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
P-1674,3. COSTO MANO DE OBRA,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
P-1674,4. COSTO SUPERVISIÓN,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
P-1675,2. COSTO MATERIALES,0,PALENA II,CONSTRUCTORA MYA SPA.,0,1.0
P-1675,3. COSTO MANO DE OBRA,0,PALENA II,CONSTRUCTORA MYA SPA.,0,1.0
P-1675,4. COSTO SUPERVISIÓN,0,PALENA II,CONSTRUCTORA MYA SPA.,0,1.0
P-1676,1. INGRESO,0,LO CAMPINO,EBCO S.A.,0,0.0
P-1676,4. COSTO SUPERVISIÓN,0,LO CAMPINO,EBCO S.A.,0,0.0
P-1677,4. COSTO SUPERVISIÓN,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,-0.6635516227176248
P-1679,1. INGRESO,0,JUAN SABAJ,CONSTRUCTORA GREVIA,0,0.0
P-1679,4. COSTO SUPERVISIÓN,0,JUAN SABAJ,CONSTRUCTORA GREVIA,0,0.0
P-1680,4. COSTO SUPERVISIÓN,0,NUEVA UNO,CONSTRUCTORA TECSA S.A.,0,0.20526367704843346
P-1681,2. COSTO MATERIALES,0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0,1.0
P-1681,3. COSTO MANO DE OBRA,0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0,1.0
P-1681,4. COSTO SUPERVISIÓN,0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,0,1.0
P-1682,4. COSTO SUPERVISIÓN,0,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.01948183101909238
P-1683,1. INGRESO,0,CD BP-A05,EBCO S.A.,0,0.0
P-1683,3. COSTO MANO DE OBRA,0,CD BP-A05,EBCO S.A.,0,0.0
P-1683,4. COSTO SUPERVISIÓN,0,CD BP-A05,EBCO S.A.,0,0.0
P-1684,4. COSTO SUPERVISIÓN,0,EDIFICIO GOYCOLEA,EBCO S.A.,0,0.3008157251233649
P-1685,1. INGRESO,0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0,0.0
P-1685,3. COSTO MANO DE OBRA,0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0,0.0
P-1685,4. COSTO SUPERVISIÓN,0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,0,0.0
P-1686,4. COSTO SUPERVISIÓN,0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,0,-0.16103997073400342
P-1687,4. COSTO SUPERVISIÓN,0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,0,0.36842442132414877
P-1688,4. COSTO SUPERVISIÓN,0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0675404713619233
P-1689,1. INGRESO,0,CASINO BUENAVENTURA,EBCO S.A.,0,0.0
P-1689,3. COSTO MANO DE OBRA,0,CASINO BUENAVENTURA,EBCO S.A.,0,0.0
P-1689,4. COSTO SUPERVISIÓN,0,CASINO BUENAVENTURA,EBCO S.A.,0,0.0
P-1690,4. COSTO SUPERVISIÓN,0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,0,0.3516050144469926
P-1691,4. COSTO SUPERVISIÓN,0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,0,0.317095676072908
P-1692,4. COSTO SUPERVISIÓN,0,JOSÉ PEREZ COTAPOS,EBCO S.A.,0,0.07654966213950484
P-1693,1. INGRESO,0,VOLTA V0800,ECOBIO SPA,0,0.0
P-1693,4. COSTO SUPERVISIÓN,0,VOLTA V0800,ECOBIO SPA,0,0.0
P-1694,4. COSTO SUPERVISIÓN,0,ECO HUEMUL,CONSTRUCTORA ICF SPA,0,0.25525208890996254
P-1695,4. COSTO SUPERVISIÓN,0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,0,0.032413772579453916
P-1696,4. COSTO SUPERVISIÓN,0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,0,0.10050955196389495
P-1697,4. COSTO SUPERVISIÓN,0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,0,0.42436013888629237
P-1698,3. COSTO MANO DE OBRA,0,CD ANDES,EBCO S.A.,0,1.0010164569215876
P-1698,4. COSTO SUPERVISIÓN,0,CD ANDES,EBCO S.A.,0,1.0010164569215876
P-1699,4. COSTO SUPERVISIÓN,0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,0,0.44152781480307335
P-1700,4. COSTO SUPERVISIÓN,0,CD ORIZON,EBCO S.A.,0,0.2839136575697406
P-1701,4. COSTO SUPERVISIÓN,0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,0,-0.5630027848199336
P-1703,4. COSTO SUPERVISIÓN,0,SANTA VICTORIA DANACORP,DANACORP S.A,0,0.40181302237796507
P-1704,4. COSTO SUPERVISIÓN,0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,0,0.2744417171391959
P-1705,4. COSTO SUPERVISIÓN,0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,0,-0.8120892372954289
P-1706,4. COSTO SUPERVISIÓN,0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0,0.31665937220715024
P-1707,4. COSTO SUPERVISIÓN,0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,0,-0.5972411264833862
P-1708,4. COSTO SUPERVISIÓN,0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,0,0.0
P-1709,4. COSTO SUPERVISIÓN,0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,0,0.498010261668045
P-1712,4. COSTO SUPERVISIÓN,0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0,-0.3296553835487233
P-1713,4. COSTO SUPERVISIÓN,0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0,0.0572380450872181
P-1714,4. COSTO SUPERVISIÓN,0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0,0.21175997589026566
P-1715,4. COSTO SUPERVISIÓN,0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0,0.14037553479743647
P-1716,4. COSTO SUPERVISIÓN,0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0,0.5843462053281475
P-1717,1. INGRESO,0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0,0.0
P-1717,3. COSTO MANO DE OBRA,0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0,0.0
P-1717,4. COSTO SUPERVISIÓN,0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0,0.0
P-1718,4. COSTO SUPERVISIÓN,0,PATIO COMIDAS,EBCO S.A.,0,0.591713821471095
P-1719,2. COSTO MATERIALES,0,CD METALPAR,EBCO S.A.,0,1.0
P-1719,3. COSTO MANO DE OBRA,0,CD METALPAR,EBCO S.A.,0,1.0
P-1719,4. COSTO SUPERVISIÓN,0,CD METALPAR,EBCO S.A.,0,1.0
P-1720,2. COSTO MATERIALES,0,,,0,0.0
P-1720,3. COSTO MANO DE OBRA,0,,,0,0.0
P-1720,4. COSTO SUPERVISIÓN,0,,,0,0.0
P-1721,4. COSTO SUPERVISIÓN,0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0,0.3049159808720769
P-1722,2. COSTO MATERIALES,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
P-1722,3. COSTO MANO DE OBRA,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
P-1722,4. COSTO SUPERVISIÓN,0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0,0.0
P-1723,4. COSTO SUPERVISIÓN,0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0,-0.16282551540887494
P-1724,4. COSTO SUPERVISIÓN,0,,,0,0.7177865089467672
P-1725,4. COSTO SUPERVISIÓN,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.22819045078448472
P-1726,4. COSTO SUPERVISIÓN,0,,,0,0.18933056884400307
P-1727,4. COSTO SUPERVISIÓN,0,,,0,0.23048205361199456
P-1728,1. INGRESO,0,,,0,0.0
P-1728,4. COSTO SUPERVISIÓN,0,,,0,0.0
1. TOTAL,4. COSTO SUPERVISIÓN,0,1. TOTAL,1. TOTAL,-17923405,0.2690803869822024
1. TOTAL,1. INGRESO,0,1. TOTAL,1. TOTAL,1118563896,0.2690803869822024
1. TOTAL,2. COSTO MATERIALES,0,1. TOTAL,1. TOTAL,-435882635,0.2690803869822024
1. TOTAL,3. COSTO MANO DE OBRA,0,1. TOTAL,1. TOTAL,-363774250,0.2690803869822024
