Part_Number,Descripcion,Categoria,Familia,Costo_Promedio,Ultimo_x0020_Costo,Fecha_Ultima_Compra
P07142192,Detector de Gas Bosch D382 o Macurco GD-2A,P07,14,91791,91791,2021-03-02T00:00:00-03:00
P07142274,Base Detector Hochiki NS6-220 24V convencional,P07,14,2411,3.91835043056222,2018-04-26T00:00:00-03:00
P07142284,Detector de humo Bosch D285DH cabeza para det ducto,P07,14,26260,26260,2021-05-11T00:00:00-04:00
P07142285,Detector de ducto Bosch D342 sin cabeza detec D285DH,P07,14,63860,63860,2021-05-11T00:00:00-04:00
P07142304,Central Incendio Hochiki HCA-8/220V convencional 8 lazos 6.5 amp 0100-09610,P07,14,266142,364.08,2021-02-22T00:00:00-03:00
P07142343,Detector humo aspiracion ASD 160H 230M2/10 pipas,P07,14,882832,882832,2016-11-22T00:00:00-03:00
P07142405,Central Simplex 4007 Idnac Facp 240V red,P07,14,823642,823642,2023-03-07T00:00:00-03:00
P07142555,Detector Temp Convencional GST con base,P07,14,17900,6600,2013-01-30T00:00:00-03:00
P07142556,Base Detector GST,P07,14,1520,1520,2013-01-30T00:00:00-03:00
P07142557,Detector Amoniaco 165-NH3-IP65 Fijo,P07,14,516990,516990,2021-04-21T00:00:00-03:00
P07142851,Detector Humo convencional UL 2 hilos c/base (varias marcas),P07,14,17884,25.6587885740997,2019-08-28T00:00:00-03:00
P07142858,Llave para palanca de incendio Simplex,P07,14,2907,2914,2023-05-08T00:00:00-03:00
P07142940,Detector térmico simplex 4098-9733,P07,14,11901,11901,2023-03-07T00:00:00-03:00
P07143016,PALANCA MANUAL CONVENCIONAL MS-401SU UL MIRCOM,P07,14,13000,13000,2023-06-02T00:00:00-04:00
P07143038,DETECTOR DE HUMO FOTOELECT.4 HILOS 12VDC DSW928N VCONN,P07,14,6210,6210,2023-06-02T00:00:00-04:00
P07143101,"Kit de prueba de detectores  multicriterio para calor, humo y Monóxido de Carbono TF2001",P07,14,1404265,1717.18824,2023-03-21T00:00:00-03:00
P07143186,Detector Hidrógeno y Controlador de gas fijo de CO2/NO2 (bajo voltaje) Macurco CX-6,P07,13,498835,609.323287,2023-03-27T00:00:00-03:00
P07150063,Proteccion acrilica para palanca manual,P07,15,1800,1800,2018-08-27T00:00:00-03:00
P07150192,Sirena con Estrobo System Sensor P2RK-SP 12/24 VDC exterior (waterproof) esp,P07,15,40014,58.7499449411972,2019-05-28T00:00:00-04:00
P07150261,Sirena Embutida plana blanca,P07,15,2497,2490,2017-04-18T00:00:00-03:00
P07150262,Sirena LD 98 B con oreja,P07,15,2958,2957.708,2012-07-06T00:00:00-04:00
P07150263,Sirena Bosch AH-24 24V,P07,15,38423,40950,2020-01-30T00:00:00-03:00
P07150519,Sirena con Estrobo Hochiki HEC3-24WR Roja,P07,15,38528,42.557088,2022-08-25T00:00:00-03:00
P07150612,Luz Estrobo EST muro 24V G1-VM UL,P07,15,19493,27.9999425435951,2021-01-07T00:00:00-03:00
P07150666,Luz Estrobo System Sensor SCW-SP Blanca p/cielo,P07,15,13916,25.38,2014-05-15T00:00:00-04:00
P07150947,Sirena c/ estrobo Edwards G1AVRF-SP Mural roja 24V,P07,15,31470,31470.3522,2023-06-20T00:00:00-04:00
P07150982,Luz Estrobo Amseco SL24W,P07,15,12000,12000,2015-09-17T00:00:00-03:00
P07150988,Sirena con Estrobo Led ATS EFA-126 12/24 VDC Interior,P07,15,7040,7040,2022-02-09T00:00:00-03:00
P07151191,Impresora EPSON LX 350 EDG Matriz de punto,P07,15,168059,168059,2020-12-21T00:00:00-03:00
P07151573,"Campana de alarma 6"" roja 24VDC",P07,15,30075,39.0960143514546,2020-06-09T00:00:00-04:00
P07151779,"Luz Estrobo Notifier SRL-SP 12/24V, rojo, multi-candela 15,15/75,30,75,110,115 cd, fuego",P07,15,24251,24251,2019-11-21T00:00:00-03:00
P07151875,Sirena Edwards G1-HD Mural blanca 24V sin estrobo,P07,15,9177,9176.8,2019-08-29T00:00:00-03:00
P07152096,Sirena con estrobo anti explosion Hochiki XB11,P07,15,1955098,2410.42770076195,2020-03-24T00:00:00-03:00
P07152141,Sirena con estrobo direccionable Simplex modelo 49AV-WRF,P07,15,54234,54598,2023-06-16T00:00:00-04:00
P07152444,Sirena con Estrobo Bosch 24v W-HSR,P07,15,12000,12000,2015-05-06T00:00:00-03:00
P07152644,Minisirena con estrobo 12V (blanca y roja),P07,15,2587,2580,2023-04-06T00:00:00-03:00
P07152668,Sirena con Estrobo System Sensor P2RL-SP 12/24 VDC interior esp,P07,15,51931,57000,2023-06-23T00:00:00-04:00
P07152696,Sirena c/ estrobo Edwards G1-HDVM Mural blanca 24V 15 a 110 cd,P07,15,23600,23600,2020-10-09T00:00:00-03:00
P07160160,Pupitre microfonico MD-20 Optimus 25cm Flexo,P07,16,189135,258.450489915737,2015-11-11T00:00:00-03:00
P07160219,Amplificador AXD-60 Optimus 60W 230V/24V etapa,P07,16,153076,205.88,2015-08-06T00:00:00-03:00
P07160246,Eprom Chip Evax DMR-M13-SPA Mensaje en español,P07,16,56828,103.642626797388,2014-05-28T00:00:00-04:00
P07160288,Atenuador AV-40P Optimus 40W 100V 6 prog,P07,16,30864,41.51,2015-08-06T00:00:00-03:00
P07160304,Caja superficie C-417S2 Optimus 2u Serie AV,P07,16,3316,4.46,2015-08-06T00:00:00-03:00
P07160365,Tarjeta interfaz telefonica AXD-TEL Optimus,P07,16,121833,163.86,2015-08-06T00:00:00-03:00
P07160381,Montaje tarjeta en amplificador AXD MSE-0203 Optimus,P07,16,27217,37.1913128223609,2015-11-11T00:00:00-03:00
P07160443,Tarjeta reproductor AXD-MP3 Optimus,P07,16,300443,410.551104753809,2015-11-11T00:00:00-03:00
P07160444,Amplificador AXD-240 Optimus 240W 230V/24V etapa,P07,16,551511,753.631421578127,2015-11-11T00:00:00-03:00
P07160445,Pupitre microfonico MD-94R4 Optimus 20cm 4 zonas,P07,16,457392,625.018999440941,2015-11-11T00:00:00-03:00
P07160447,Modulo conmutacion MC-4L Optimus 4 lineas 2 canales,P07,16,237173,324.092855658931,2015-11-11T00:00:00-03:00
P07160459,"Altavoz techo 4"" 6W 100V A-254ATS Optimus p/superfice rej Met",P07,16,23482,32.0878047419289,2015-11-11T00:00:00-03:00
P07160502,"Altavoz techo 6"" 6W 100V A-256ATP Optimus p/cielo falso rej Met Blanco",P07,16,33579,39.1365,2021-05-05T00:00:00-03:00
P07160697,Cable extension Optimus DIN macho - RJ macho C285L50 5M para MD-20,P07,16,14616,19.9719961887773,2015-11-11T00:00:00-03:00
P07160978,Altavoz 70V con estrobo Cooper E60-24MCC (parlante),P07,16,21802,22100,2023-04-18T00:00:00-03:00
P07160992,Altavoz 70V con Estrobo ED-GCF-S2VM (parlante),P07,16,21920,21920,2015-09-23T00:00:00-03:00
P07161291,Modulo Audio Evacuacion EST 3X-PMI con mic y switch led,P07,16,445782,445782.2292,2016-10-20T00:00:00-03:00
P07161292,"Amplificador EST 3-ZA20B 20 Watt clase B, 25 o 70 Vrms",P07,16,230412,230412.2832,2016-10-20T00:00:00-03:00
P07161293,"Amplificador EST 3-ZA40B 40 Watt clase B, 25 o 70 Vrms",P07,16,287357,287357.334,2016-10-20T00:00:00-03:00
P07161568,Central Audio Evacuacion EVAX 100/1Z,P07,16,1421038,2140.4404817862,2018-10-09T00:00:00-03:00
P07161657,Circuito DSP Optimus para etapas ETH,P07,16,186551,260.630914224212,2017-12-21T00:00:00-03:00
P07161673,Matriz Digital Compact Optimus Master de audio IP/SIP,P07,16,1707938,2152.16623668978,2019-10-08T00:00:00-03:00
P07161674,Tarjeta UMX-2SA Optimus 2 salidas audio supervisadas Ampl+Alt,P07,16,282941,356.532396382205,2019-10-08T00:00:00-03:00
P07161675,Pupitre microfonico DC-700ETH Optimus sobremesa IP,P07,16,894821,1033.71081,2021-01-05T00:00:00-03:00
P07161676,Pupitre microfonico MD-15 Optimus 35cm Negro,P07,16,73824,98.8747019838254,2018-04-26T00:00:00-03:00
P07161677,Software Call Point SCM-01 Optimus,P07,16,652116,873.398815547754,2018-04-26T00:00:00-03:00
P07161678,Amplificador DA-500D2 Optimus 2x500W clase D Linea 100V etapa,P07,16,603512,808.30209239043,2018-04-26T00:00:00-03:00
P07161679,Amplificador DA-500D4 Optimus 4x500W clase D Linea 100V etapa,P07,16,787445,886.1139,2023-05-25T00:00:00-04:00
P07161680,Altavoz AC-650T Optimus exponencial 50W 100V 133dB,P07,16,106562,119.91486,2023-05-25T00:00:00-04:00
P07161705,Pupitre microfonico MD-30C Optimus 18 zonas bus serie,P07,16,518131,652.894607163936,2019-10-08T00:00:00-03:00
P07161706,"Altavoz techo 6"" 6W 100V A-256ATS Optimus p/superficie rej Met Blanco",P07,16,93307,104.9991,2023-05-25T00:00:00-04:00
P07161707,Amplificador UP-67M4 Optimus 4x60W 230V/24V etapa,P07,16,685660,863.997909308406,2019-10-08T00:00:00-03:00
P07161758,"Chasis Notifier CMIC-1 con microfono de megafonia con pozo, utilizado con CA-1 p/ NFS3030",P07,16,95109,95109.04,2019-05-14T00:00:00-04:00
P07161759,"Comando Notifier DVC-EM de voz digital, memoria extendida p/ NFS3030",P07,16,541593,541593.2,2019-05-14T00:00:00-04:00
P07161760,"Comando Notifier DVC-KD de voz digital, teclado p/ NFS3030",P07,16,163794,163793.53,2019-05-14T00:00:00-04:00
P07161768,Amplificador digital Notifier BDA-25V para 25V DAX o serie DAA2,P07,16,188160,188160,2018-12-03T00:00:00-03:00
P07161769,Puerta Notifier DR-AA4B tamaño AA sin ventana negro,P07,16,51094,51094,2020-03-26T00:00:00-03:00
P07161770,Gabinete ciego Notifier SBB-AA4 tamaño AA negro,P07,16,52826,52826,2020-03-26T00:00:00-03:00
P07161778,Altavoz 25V Notifier SPCWL Sin estrobo blanco (parlante),P07,16,18522,18522,2019-01-23T00:00:00-03:00
P07161841,"Altavoz techo 5"" 3W 100V PC-3CL Optimus p/empotrar rej Met ambientes humedos",P07,16,110580,,
P07161842,Tarjeta UMX-2M3 Optimus 2 entradas audio p/fuente sonido,P07,16,186329,247.943400467308,2019-04-29T00:00:00-03:00
P07161843,Amplificador UP-127M4 Optimus 4x120W 230V/24V etapa,P07,16,956786,,
P07161964,"Amplificador Digital Notifier DAA2-5025E  50W. 25V,220-240 VAC",P07,16,515112,773.290498851575,2018-11-22T00:00:00-03:00
P07162067,Pupitre microfonico PM-5Z A240MZ Optimus 5 zonas,P07,16,206863,232.783986,2023-05-25T00:00:00-04:00
P07162068,Amplificador A-240MZ Optimus 240W 5Z Mezclador Digital,P07,16,535829,602.969598,2023-05-25T00:00:00-04:00
P07162069,Proyector Optimus PJ-20 20W 6.5” ABS Blanco,P07,16,57940,72.2280803902039,2020-01-17T00:00:00-03:00
P07162073,Reproductor Mensajes Optimus SMM-8SA 8 Zonas,P07,16,295528,326.98,2020-03-05T00:00:00-03:00
P07162145,Central Audio Evacuacion Safepath SP40S UL/FM  40/1Z,P07,16,1576578,2010.24872370905,2020-09-03T00:00:00-03:00
P07162229,Central Audio Evacuacion EVAX 100/4Z,P07,16,1467833,2208.01607213292,2016-08-29T00:00:00-03:00
P07162514,Central Audio Evacuación EVAX 25/4Z,P07,16,877380,1328.40048,2023-03-21T00:00:00-03:00
P07162515,Altavoz 25V EST GCHFWN-S2 Sin estrobo blanco (parlante),P07,16,19416,19448,2023-06-06T00:00:00-04:00
P07162688,Central de Audio Evacuación EVAX 50/4Z,P07,16,1922707,2409.37707547524,2023-05-10T00:00:00-03:00
P08170017,"Sprinkler EC QR k14.0 bronce ECO 68 pen 3/4""",P08,17,11688,11688,2019-04-12T00:00:00-03:00
P08170079,"Canastillo protector rojo Sprinkler Up 1/2""",P08,17,1150,1.4,2022-06-13T00:00:00-04:00
P08170158,"Embellecedor blanco p/sprinkler 3/4"" con roseta",P08,17,983,1.28240251523098,2021-09-06T00:00:00-03:00
P08170159,"Embellecedor blanco p/sprinkler 1/2"" con roseta",P08,17,736,0.922294206839513,2023-05-05T00:00:00-03:00
P08170242,"Sprinkler EC QR k5.6 cromado 68 pen 1/2""",P08,17,9802,9801.9266,2022-06-13T00:00:00-04:00
P08170243,"Sprinkler EC SR k11.2 bronce 68 up 3/4""",P08,17,9608,9608,2020-01-23T00:00:00-03:00
P08170245,"Sprinkler EC QR k8.0 cromado 60 sidewall 3/4"" (4.9 x 7.3 m)",P08,17,7012,7012,2015-10-30T00:00:00-03:00
P08170255,"Sprinkler SC QR k5.6 cromado 68 sidewall 1/2"" (4.9 x 6.1 m)",P08,17,6778,6778,2015-10-30T00:00:00-03:00
P08170272,"Sprinkler SC SR k5.6 blanco 68 pen 1/2""",P08,17,4400,4400,2023-05-05T00:00:00-03:00
P08170277,"Sprinkler SC QR k5.6 blanco 68 pen 1/2""",P08,17,4445,5.57010563777396,2022-12-07T00:00:00-03:00
P08170296,"Embellecedor cromado p/sprinkler 1/2"" con roseta",P08,17,438,438,2015-10-13T00:00:00-03:00
P08170350,"Sprinkler EC QR k11.2 bronce 68 pen 3/4""",P08,17,8735,8352,2013-09-26T00:00:00-03:00
P08170351,"Sprinkler EC SR k5.6 bronce 68 up 1/2""",P08,17,3939,3939,2023-05-05T00:00:00-03:00
P08170354,"Sprinkler SC SR k5.6 bronce 68 pen 1/2"" 12m2",P08,17,2926,3.51,2021-12-13T00:00:00-03:00
P08170357,"Embellecedor cromado p/sprinkler 3/4"" con roseta",P08,17,438,438,2015-10-13T00:00:00-03:00
P08171236,Gabinete para Sprinklers 12 un,P08,17,11136,9315.8105,2021-06-09T00:00:00-04:00
P08171448,"Sprinkler SC SR K11.2 bronce 68 up 3/4"" ELO",P08,17,6830,6830.14,2017-05-23T00:00:00-04:00
P08171449,"Sprinkler SC SR K5.6 bronce 79 pen 1/2""",P08,17,7218,7218,2023-04-17T00:00:00-03:00
P08171507,"Sprinkler SC SR K11.2 blanco 68 pen 3/4""",P08,17,8991,9228,2017-11-22T00:00:00-03:00
P08171508,"Sprinkler SC SR K11.2 blanco 68 concealed 3/4""",P08,17,16000,16000,2017-07-05T00:00:00-04:00
P08171547,"Sprinkler ESFR k17 bronce 74 up 3/4""",P08,17,5338,5338,2023-06-12T00:00:00-04:00
P08171632,"Sprinkler ESFR k17 bronce 74 pend 3/4""",P08,17,9000,9000,2017-10-18T00:00:00-03:00
P08171683,"Sprinkler SC SR K8.1 bronce 68 pen 3/4""",P08,17,4518,5.22291,2023-06-01T00:00:00-04:00
P08171684,"Sprinkler SC QR K5.6 blanco 68 concealed 1/2""",P08,17,8318,8318.3168,2020-05-06T00:00:00-03:00
P08171690,"Sprinkler EC QR K8.1 bronce 68 pen 3/4""",P08,17,6390,6389.6748,2020-05-06T00:00:00-03:00
P08171711,Tapa de sprinkler oculto blanca (concealed),P08,17,3818,3979.1352,2020-05-11T00:00:00-04:00
P08171730,"Sprinkler EC SR k14 bronce 74 up 3/4"" VELO OH",P08,17,7618,,2018-05-26T00:00:00-04:00
P08171731,"Sprinkler SC SR K5.6 bronce 79 up 1/2""",P08,17,2583,2.9763893850178,2020-03-23T00:00:00-03:00
P08171732,"Sprinkler EC QR k5.6 blanco 68 sidewall 1/2""",P08,17,9536,13.1740001381502,2020-12-24T00:00:00-03:00
P08171862,"Sprinkler SC SR K11.2 bronce 141 Up 3/4"" 12m2",P08,17,16996,16995.5261625296,2019-01-03T00:00:00-03:00
P08171863,"Sprinkler SC SR K11.2 bronce 141 Pen 3/4"" 12m2",P08,17,14250,14250,2019-07-22T00:00:00-04:00
P08171864,"Sprinkler SC QR K8.0 blanco 141 Pen semi embutido 3/4"" 21m2",P08,17,15375,15375,2021-09-06T00:00:00-03:00
P08171865,"Sprinkler SC SR K8.0 bronce 141 Pen 3/4"" 12m2",P08,17,8927,8927.47253043071,2019-01-03T00:00:00-03:00
P08171866,"Canastillo protector rojo Sprinkler Pen 3/4""",P08,17,1107,1107,2023-06-23T00:00:00-04:00
P08171891,"Flexible para spk 1"" x 1/2"" con fijaciones 1000mm UL",P08,17,9350,9350.487,2021-01-28T00:00:00-03:00
P08171908,Gabinete para Sprinklers 6 un,P08,17,10448,10447.8039,2021-09-09T00:00:00-03:00
P08172011,Plato Protector p/ Sprinkler 3/4,P08,17,700,700,2023-06-19T00:00:00-04:00
P08172021,Plato Protector p/ Sprinkler 1/2,P08,17,0,,
P08180016,"Funda para carrete de 1"" de genero con logo",P08,18,26200,26200,2022-06-14T00:00:00-04:00
P08180170,Gabinete Extintor CO2 6 Kg sobreponer puerta acrilico,P08,18,57000,57000,2023-04-13T00:00:00-03:00
P08180177,"Manguera Bombero 2 1/2"" c/Storz 3""",P08,18,120118,120118,2020-01-30T00:00:00-03:00
P08180241,"Piton 1"" policarbonato con espiga para embarrilar",P08,18,10650,10650,2023-03-28T00:00:00-03:00
P08180247,"Gabinete Incendio P/Carrete 1""  900x900x350 Puerta Vidrio",P08,18,112000,112000,2022-08-17T00:00:00-03:00
P08180367,Siamesa 6x2.5x2.5 UL HI-HI  BSP S/tuerca storz,P08,18,528958,528958,2023-05-05T00:00:00-03:00
P08180375,"Union Storz 2"" con cola de 2""",P08,18,4183,4183,2013-11-11T00:00:00-03:00
P08180485,"Piton 3 Posiciones c/Storz 3"" c/Palanca",P08,18,32600,32600,2022-06-23T00:00:00-04:00
P08180504,Gabinete Incendio 800x800x350 Puerta Vidrio Autosoportado,P08,18,120000,120000,2023-05-02T00:00:00-03:00
P08180514,"Piton 1 1/2"" bronce HI BSP UL/FM",P08,18,30200,30200,2023-04-12T00:00:00-03:00
P08180790,Gabinete Extintor PQS 6 Kg Sobreponer puerta vidriada,P08,18,29850,30000,2023-04-13T00:00:00-03:00
P08180812,Extintor Acetato de Potasio 6 Kg Clase K260,P08,18,95650,95650,2022-03-30T00:00:00-03:00
P08180825,Extintor CO2 6 Kg,P08,18,39000,39000,2023-02-14T00:00:00-03:00
P08180853,"Gabinete Incendio para pink rack 1 1/2"" 1100x800x200",P08,18,83000,83000,2022-05-16T00:00:00-04:00
P08180855,"Manguera Incendio tipo pink rack 1 1/2"" completa",P08,18,220178,220178,2023-05-08T00:00:00-03:00
P08180896,"Carrete Manguera 1 1/2"" Semi-Rigida 30 M",P08,18,230012,230012,2023-05-08T00:00:00-03:00
P08180905,"Piton 1"" policarbonato con union storz 2""",P08,18,22000,22000,2021-05-17T00:00:00-04:00
P08180919,Gabinete Incendio 600x600x600 Puerta Reja,P08,18,118000,118000,2022-07-13T00:00:00-04:00
P08181029,"Gabinete P/Carrete 1 1/2"" 1000x1100x520  (Puerta Vidrio)",P08,18,215000,215000,2023-04-04T00:00:00-03:00
P08181101,Extintor PQS 10 Kg,P08,18,29500,29500,2023-03-17T00:00:00-03:00
P08181104,Extintor Acetato de Potasio 10 Kg Clase K260,P08,18,126850,126850,2022-02-11T00:00:00-03:00
P08181105,Extintor PQS 25 Kg Carro,P08,18,240000,240000,2023-03-17T00:00:00-03:00
P08181205,Gabinete Extintor PQS 10 Kg Sobreponer puerta vidriada,P08,18,27000,27000,2022-10-25T00:00:00-03:00
P08181206,Gabinete Extintor K 10 Kg Sobreponer puerta vidriada,P08,18,24500,24500,2021-02-16T00:00:00-03:00
P08181342,"Union Storz 2"" con cola de 2 1/2"" HI c/tapa y cadena",P08,18,,,
P08181400,"Tapa storz Ø3"" con cadena",P08,18,13250,13250,2023-06-13T00:00:00-04:00
P08181431,"Tuerca Storz Ø2"" HI Hilo NPT",P08,18,6150,6150,2023-06-13T00:00:00-04:00
P08181432,"Tapa Storz Ø2"" c/cadena",P08,18,8500,8500,2023-06-13T00:00:00-04:00
P08181519,Extintor PQS 2 Kg,P08,18,7677,12000,2022-09-26T00:00:00-03:00
P08181548,Extintor PQS 100 Kg Carro,P08,18,230000,230000,2023-04-04T00:00:00-03:00
P08181623,Extintor PQS 1 Kg,P08,18,6000,6000,2020-08-28T00:00:00-03:00
P08181652,Gabinete Incendio 850x600x400 puerta vidrio opaco (empavonado) filtro UV,P08,18,66500,66500,2019-11-22T00:00:00-03:00
P08181722,"Manguera semirigida 1"" x 30 mts (repuesto)",P08,18,17802,17802,2020-08-27T00:00:00-03:00
P08181748,Extintor CO2 5 Kg,P08,18,34000,34000,2023-04-13T00:00:00-03:00
P08181793,Soporte tripode Extintor 5K CO2,P08,18,1786,2500,2020-02-03T00:00:00-03:00
P08181856,Gabinete Incendio 700x700x300 Acero Inoxidable,P08,18,43000,43000,2021-09-24T00:00:00-03:00
P08182004,Extintor CO2 10 Kg carro,P08,18,130000,130000,2019-10-09T00:00:00-03:00
P08182056,"Tuerca Storz Ø3"" para grifo HI BSF",P08,18,8150,8150,2021-10-27T00:00:00-03:00
P08182057,Llave T Grifo Nacional,P08,18,17830,17830,2019-12-30T00:00:00-03:00
P08182058,"Llave Storz 1 1/2"" a 3"" Aluminio Mango Negro",P08,18,25988,25988.3957,2021-04-22T00:00:00-03:00
P08182059,"Traspaso Storz 4"" x 3"" (110-70)",P08,18,16450,16450,2023-04-27T00:00:00-03:00
P08182060,"Traspaso Storz 3"" x 2"" (70-50)",P08,18,13950,13950,2023-04-27T00:00:00-03:00
P08182143,Soporte para Extintor 1K,P08,18,1786,,
P08182228,Extintor PQS 6 Kg,P08,18,22000,22000,2023-04-13T00:00:00-03:00
P08182268,"Tuerca storz Ø3"" Hilo BSP 2 1/2""",P08,18,10000,10000,2023-06-13T00:00:00-04:00
P08182548,Gabinete Incendio 1000x740x300 doble puerta para extintor,P08,18,243987,243987,2021-11-18T00:00:00-03:00
P08182589,"Carrete Manguera 1"" Semi-Rigida 30 M",P08,18,102990,102990,2023-06-08T00:00:00-04:00
P08182676,Extintor CO2 2 Kg,P08,18,22000,22000,2021-07-22T00:00:00-04:00
P08182677,Vidrio para Puerta de Gabinete Incendio,P08,18,10084,10084,2023-06-07T00:00:00-04:00
P08182743,"Manguera Bombero 2"" c/n salida 2""",P08,18,78800,78800,2022-06-23T00:00:00-04:00
P08182831,Gabinete Incendio 900x1100x250 Puerta Reja,P08,18,75000,75000,
P08182837,"Union copla Storz c/Tapa 1"" hilo NPT",P08,18,7274,7274,2018-04-20T00:00:00-03:00
P08182838,"Union copla Storz c/Tapa 2"" hilo NPT",P08,18,15543,15450,2023-04-27T00:00:00-03:00
P08182847,Extintor PQS 10 Kg UL y FM 20Lb,P08,18,175200,175200,2022-07-01T00:00:00-04:00
P08182848,Extintor CO2 7.5 Kg UL y FM 15Lb,P08,18,301400,301400,2022-07-01T00:00:00-04:00
P08182949,"Funda para Manguera Pin Rack de 1 1/2"" de genero con logo",P08,18,0,,
P08190508,Palanca descarga manual doble accion EST 278A,P08,19,49700,49700,2023-03-31T00:00:00-03:00
P08190509,Boton pulsador aborto amarillo EST RELA NC/NO,P08,19,37592,37592,2022-07-12T00:00:00-04:00
P08190590,Boton pulsador aborto rojo Hochiki HCVR-AS,P08,19,45157,57.5787079128754,2020-09-22T00:00:00-03:00
P08190610,Novec 1230 (Libra),P08,19,13830,20.5241337008193,2019-06-11T00:00:00-04:00
P08190629,Palanca descarga manual doble accion Hochiki HPS-DAK-SR,P08,19,16162,20.607116516187,2020-09-22T00:00:00-03:00
P08190636,Activador secuencial descarga Hochiki HCVR-SQA,P08,19,26746,37.7101626371913,2016-02-15T00:00:00-03:00
P08190638,Switch desactivador Hochiki SOM-R-DS stand alone,P08,19,11202,17.8411181766351,2017-09-12T00:00:00-03:00
P08190934,Generador de Aerosol Xtinguish 20grs FNX-20S,P08,19,33805,47.6614555553389,2016-02-15T00:00:00-03:00
P08190935,Generador de Aerosol Xtinguish 40grs FNX-40S,P08,19,76896,108.416717581925,2016-02-15T00:00:00-03:00
P08190936,Generador de Aerosol Xtinguish 1200grs FNX-1200,P08,19,823838,1240.69755325098,2016-09-26T00:00:00-03:00
P08190937,Generador de Aerosol Xtinguish 2000grs FNX-2000,P08,19,956402,1440.33801885413,2016-09-26T00:00:00-03:00
P08190985,Espuma AFFF 3% Tambor 55 galones,P08,19,728700,1050,2016-03-03T00:00:00-03:00
P08190998,"Eductor dosificador de linea 1 1/2"" HI-HI 95 GPM Conc Regulable",P08,19,678000,678000,2021-05-26T00:00:00-04:00
P08191338,Generador de Aerosol Xtinguish 3000grs FNX-3000,P08,19,765752,1183.65168701889,2016-12-21T00:00:00-03:00
P08191339,Generador de Aerosol Xtinguish 5700grs FNX-5700,P08,19,1312080,2028.13270473305,2016-12-21T00:00:00-03:00
P08191454,Bladder Tank 300gal Vertical,P08,19,8829379,8829378.6,2017-10-11T00:00:00-03:00
P08191460,"Proporcionador 3"" AFFF AR 3x3 dosificador",P08,19,315335,315334.95,2017-10-11T00:00:00-03:00
P08191461,Espuma AFFF AR 3% Tambor 55 galones,P08,19,693737,693736.89,2017-10-11T00:00:00-03:00
P08191574,Kit completo FM-200 32L,P08,19,1972551,1972551.22272,2017-09-26T00:00:00-03:00
P08191939,"Cilindro 164 lb Force500 con con juego de valvulas 1 1/4"" Sevo Systems",P08,19,1327881,1970.55980444407,2019-06-11T00:00:00-04:00
P08191940,"Cilindro 76 lb Force500 con con juego de valvulas 1"" Sevo Systems",P08,19,933484,1385.27948840005,2019-06-11T00:00:00-04:00
P08191941,Strap soporte para cilindro de 164 lb Sevo Systems,P08,19,43191,64.0956378470585,2019-06-11T00:00:00-04:00
P08191942,Strap soporte para cilindro de 40-76 lb Sevo Systems,P08,19,35094,52.0788994478551,2019-06-11T00:00:00-04:00
P08191943,Solenoide 24V supervisada para cilindro Sevo Systems,P08,19,394126,584.878365940969,2019-06-11T00:00:00-04:00
P08191944,Actuador mecánico Sevo Systems,P08,19,107979,160.240189015086,2019-06-11T00:00:00-04:00
P08191945,"Flexible 1"" x 24"" NPT-NPT Sevo Systems",P08,19,145773,216.324667929342,2019-06-11T00:00:00-04:00
P08191946,"Flexible 1 1/4"" x 24"" NPT-NPT Sevo Systems",P08,19,105282,156.236598343565,2019-06-11T00:00:00-04:00
P08191947,Tobera Nozzle central 360 Al 1.5 calibrada Sevo Systems,P08,19,97181,144.215782354602,2019-06-11T00:00:00-04:00
P08191948,Tobera Nozzle lateral 180 Al 0.5 calibrada Sevo Systems,P08,19,89084,132.198943955398,2019-06-11T00:00:00-04:00
P08191949,"Señaletica, calculos y otros materiales e insumos menores de Sevo Systems",P08,19,175764,260.8315766586,2019-06-11T00:00:00-04:00
P08192005,Cilindro de Agente K Avenger modelo 3.75 gal incl valvula de descarga 13334-AK,P08,19,477193,658.770184401284,2019-12-12T00:00:00-03:00
P08192006,"Soporte para cilindros Avenger 2.75, 3.75, y 4.75 galones 16920-AK",P08,19,61984,85.3569354843155,2019-10-23T00:00:00-03:00
P08192007,MRM Avenger con caja de acero inoxidable 18001-AK,P08,19,318294,438.319398432971,2019-10-23T00:00:00-03:00
P08192008,"Detector Avenger (incluye soporte, varillaje y accesorios de conducto) 12508-AK",P08,19,13209,18.1893677487367,2019-10-23T00:00:00-03:00
P08192009,"Enganche Fusible 360 grad F Avenger (""K"") 12328-AK",P08,19,4832,6.65464673734269,2019-10-23T00:00:00-03:00
P08192010,Test de enganche Avenger 12891-AK,P08,19,515,0.709828985316552,2019-10-23T00:00:00-03:00
P08192011,Cilindro de 10in3 Nitrogeno Avenger 12856-AK,P08,19,139844,193.056262373154,2019-12-12T00:00:00-03:00
P08192012,Elemento verificacion ventilacion Avenger (requerido en linea actuacion) 10173-AK,P08,19,50257,69.2083260683639,2019-10-23T00:00:00-03:00
P08192013,Pulsador de activacion manual Avenger (empotrado o superficie) Español 22116-AK,P08,19,68942,94.9396267860889,2019-10-23T00:00:00-03:00
P08192014,"Sello de compresion 3/8"" Avenger 12510-AK",P08,19,18428,25.3763862250668,2019-10-23T00:00:00-03:00
